ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID
Wasserburg am Inn;Landkreis Rosenheim;4,8033E+15;1,21891E+16;;0.0;very low;0;0;G;3032.67;80.0;242613.8;0.74;178575.06;0,3;True;True;767
Oberaudorf;Landkreis Rosenheim;4,7635E+15;1,21931E+16;;0.0;very low;0;0;D;3032.67;166.65;505383.55;0.56;283420.35;0,3;True;True;768
Flintsbach am Inn;Landkreis Rosenheim;4,77318E+15;1,21322E+16;;0.0;very low;0;0;G;3032.67;152.83;463481.36;0.53;246367.51;0,2;True;True;769
Edling;Landkreis Rosenheim;4,80635E+15;1,21315E+15;;0.0;very low;0;0;E;3032.67;130.49;395742.78;0.43;168284.17;0,3;True;True;770
Maitenbeth;Landkreis Mühldorf am Inn;4,81557E+15;1,20825E+16;;0.0;very low;0;0;C;2142.27;162.14;347353.31;0.54;186989.29;0,2;True;True;771
Bad Endorf;Landkreis Rosenheim;4,79236E+15;1,23168E+16;;0.0;very low;0;0;D;3032.67;155.3;470984.83;0.73;341638.09;0,2;True;True;772
Bad Endorf;Landkreis Rosenheim;4,7925E+15;1,22777E+15;;0.0;very low;0;0;C;3032.67;166.19;504000.63;0.59;298443.31;0,25;True;True;773
Söchtenau;Landkreis Rosenheim;4,79297E+16;1,22248E+16;;0.0;very low;0;0;G;3032.67;123.38;374174.52;0.54;202810.35;0,2;True;True;774
Nußdorf am Inn;Landkreis Rosenheim;4,77441E+14;1,21621E+16;;0.0;very low;0;0;B;3032.67;152.32;461928.97;0.53;244704.22;0,2;True;True;775
Rott am Inn;Landkreis Rosenheim;4,79641E+16;1,21337E+16;;0.0;very low;0;0;C;3032.67;161.9;490998.3;0.44;215704.86;0,2;True;True;776
Rosenheim;;4,78258E+15;1,20844E+15;;0.0;very low;0;0;E;3213.67;80.0;257093.24;0.53;136827.48;0,2;True;True;777
Rosenheim;;4,78355E+14;1,21303E+16;;0.0;very low;0;0;G;3213.67;80.0;257093.24;0.5;129333.23;0,25;True;True;778
Rosenheim;;4,78164E+15;1,2095E+15;;0.0;very low;0;0;H;3213.67;141.91;456035.39;0.53;242892.78;0,25;True;True;779
Rosenheim;;4,78211E+15;1,21081E+16;;0.0;very low;0;0;F;3213.67;166.82;536108.12;0.66;352480.94;0,2;True;True;780
Rosenheim;;4,78292E+15;1,20929E+16;;0.0;very low;0;0;H;3213.67;132.77;426667.75;0.7;298792.73;0,25;True;True;781
Rosenheim;;4,78099E+15;1,20225E+13;;0.0;very low;0;0;E;3213.67;125.47;403229.95;0.44;178798.42;0,2;True;True;782
Rosenheim;;4,78258E+15;1,21033E+16;;0.0;very low;0;0;A;3213.67;109.77;352757.05;0.55;195186.52;0,2;True;True;783
Tuntenhausen;Landkreis Rosenheim;4,79538E+15;1,20192E+16;;0.0;very low;0;0;A;3032.67;165.25;501138.1;0.54;271144.62;0,2;True;True;784
Tuntenhausen;Landkreis Rosenheim;4,79489E+15;1,19891E+16;;0.0;very low;0;0;G;3032.67;86.45;262168.63;0.67;176235.07;0,3;True;True;785
Bernau am Chiemsee;Landkreis Rosenheim;4,77973E+15;1,23781E+16;;0.0;very low;0;0;C;3032.67;158.16;479641.19;0.56;267428.7;0,2;True;True;786
Bernau am Chiemsee;Landkreis Rosenheim;4,78178E+16;1,2379E+16;;0.0;very low;0;0;H;3032.67;158.78;481526.01;0.51;245777.98;0,25;True;True;787
Babensham;Landkreis Rosenheim;4,80761E+15;1,22229E+16;;0.0;very low;0;0;F;3032.67;105.81;320898.37;0.57;184417.36;0,25;True;True;788
Kolbermoor;Landkreis Rosenheim;4,78429E+15;1,20412E+15;;0.0;very low;0;0;E;3032.67;80.0;242613.8;0.43;105099.26;0,2;True;True;789
Kolbermoor;Landkreis Rosenheim;4,78621E+15;1,20742E+16;;0.0;very low;0;0;B;3032.67;139.82;424033.01;0.44;184727.55;0,2;True;True;790
Kolbermoor;Landkreis Rosenheim;4,78654E+15;1,20682E+16;;0.0;very low;0;0;A+;3032.67;80.0;242613.8;0.54;131505.77;0,25;True;True;791
Kolbermoor;Landkreis Rosenheim;4,78357E+14;1,20381E+16;;0.0;very low;0;0;C;3032.67;80.0;242613.8;0.58;140931.56;0,2;True;True;792
Kolbermoor;Landkreis Rosenheim;4,78482E+15;1,20436E+15;;0.0;very low;0;0;F;3032.67;165.49;501870.5;0.61;304772.37;0,3;True;True;793
Neubeuern;Landkreis Rosenheim;4,77649E+15;1,21434E+15;;0.0;very low;0;0;G;3032.67;134.76;408671.81;0.7;287503.23;0,2;True;True;794
Bad Feilnbach;Landkreis Rosenheim;4,77534E+15;1,20101E+16;;0.0;very low;0;0;H;3032.67;80.0;242613.8;0.68;164207.19;0,25;True;True;795
Bad Feilnbach;Landkreis Rosenheim;4,77525E+15;1,2024E+16;;0.0;very low;0;0;G;3032.67;80.0;242613.8;0.74;180178.73;0,2;True;True;796
Eggstätt;Landkreis Rosenheim;4,79434E+15;1,23564E+14;;0.0;very low;0;0;E;3032.67;126.73;384341.84;0.7;268895.82;0,3;True;True;797
Griesstätt;Landkreis Rosenheim;4,79798E+16;1,217E+16;;0.0;very low;0;0;F;3032.67;159.03;482280.09;0.63;301987.95;0,2;True;True;798
Kiefersfelden;Landkreis Rosenheim;4,76178E+15;1,2073E+15;;0.0;very low;0;0;H;3032.67;119.77;363209.22;0.7;254473.92;0,25;True;True;799
Kiefersfelden;Landkreis Rosenheim;4,76237E+15;1,20913E+16;;0.0;very low;0;0;D;3032.67;162.27;492098.96;0.49;241184.71;0,2;True;True;800
Pfaffing;Landkreis Rosenheim;4,80495E+15;1,21318E+15;;0.0;very low;0;0;A;3032.67;80.0;242613.8;0.61;147681.58;0,2;True;True;801
Mitterskirchen;Landkreis Rottal-Inn;4,8356E+14;1,27452E+15;;0.0;very low;0;0;F;1182.18;125.64;148524.89;0.59;87189.96;0,2;True;True;802
Julbach;Landkreis Rottal-Inn;4,82484E+15;1,29095E+16;;0.0;very low;0;0;D;1182.18;131.43;155375.92;0.58;89975.43;0,25;True;True;803
Massing;Landkreis Rottal-Inn;4,83953E+14;1,26467E+15;;0.0;very low;0;0;D;1182.18;120.92;142945.88;0.47;67299.86;0,2;True;True;804
Kirchdorf am Inn;Landkreis Rottal-Inn;4,82692E+15;1,29635E+15;;0.0;very low;0;0;G;1182.18;93.56;110603.75;0.75;82952.81;0,2;True;True;805
Pfarrkirchen;Landkreis Rottal-Inn;4,84628E+15;1,2985E+15;;0.0;very low;0;0;E;1182.18;119.43;141192.69;0.52;73685.57;0,2;True;True;806
Pfarrkirchen;Landkreis Rottal-Inn;4,84243E+15;1,29326E+16;;0.0;very low;0;0;D;1182.18;80.0;94574.03;0.44;41246.17;0,2;True;True;807
Pfarrkirchen;Landkreis Rottal-Inn;4,84616E+16;1,29271E+16;;0.0;very low;0;0;C;1182.18;110.89;131091.61;0.65;85433.66;0,25;True;True;808
Hebertsfelden;Landkreis Rottal-Inn;4,84131E+15;1,28129E+16;;0.0;very low;0;0;A+;1182.18;96.45;114018.48;0.66;75395.76;0,2;True;True;809
Wittibreut;Landkreis Rottal-Inn;4,83349E+15;1,29784E+16;;0.0;very low;0;0;F;1182.18;80.0;94574.03;0.74;70362.04;0,2;True;True;810
Gangkofen;Landkreis Rottal-Inn;4,84309E+15;1,25132E+15;;0.0;very low;0;0;H;1182.18;80.0;94574.03;0.47;44093.81;0,2;True;True;811
Gangkofen;Landkreis Rottal-Inn;4,84788E+14;1,24931E+14;;0.0;very low;0;0;H;1182.18;124.62;147322.9;0.65;96390.95;0,2;True;True;812
Marklkofen;Landkreis Dingolfing-Landau;4,85802E+15;1,25289E+16;;0.0;very low;0;0;G;1413.1;148.53;209880.52;0.57;119995.18;0,2;True;True;813
Loiching;Landkreis Dingolfing-Landau;4,85711E+14;1,24315E+16;;0.0;very low;0;0;G;1413.1;157.07;221961.33;0.66;145658.84;0,25;True;True;814
Mengkofen;Landkreis Dingolfing-Landau;4,87398E+15;1,24148E+16;;0.0;very low;0;0;E;1413.1;80.0;113047.8;0.73;82797.66;0,2;True;True;815
Mengkofen;Landkreis Dingolfing-Landau;4,87494E+16;1,24624E+15;;0.0;very low;0;0;C;1413.1;80.0;113047.8;0.65;73701.17;0,25;True;True;816
Moosthenning;Landkreis Dingolfing-Landau;4,86541E+15;1,244E+16;;0.0;very low;0;0;H;1413.1;125.43;177249.54;0.68;120150.12;0,2;True;True;817
Niederviehbach;Landkreis Dingolfing-Landau;4,85798E+15;1,23628E+16;;0.0;very low;0;0;F;1413.1;164.95;233089.3;0.47;110012.22;0,2;True;True;818
Frontenhausen;Landkreis Dingolfing-Landau;4,85193E+15;1,252E+16;;0.0;very low;0;0;G;1413.1;141.87;200479.19;0.61;121520.04;0,2;True;True;819
Gottfrieding;Landkreis Dingolfing-Landau;4,8622E+15;1,25256E+15;;0.0;very low;0;0;D;1413.1;104.59;147793.82;0.75;110845.36;0,2;True;True;820
Dingolfing;Landkreis Dingolfing-Landau;4,86485E+14;1,25165E+16;;0.0;very low;0;0;D;1413.1;122.52;173129.56;0.75;129847.17;0,2;True;True;821
Dingolfing;Landkreis Dingolfing-Landau;4,86592E+15;1,25009E+16;;0.0;very low;0;0;A+;1413.1;120.18;169831.97;0.6;101802.71;0,2;True;True;822
Dingolfing;Landkreis Dingolfing-Landau;4,86091E+16;1,24604E+16;;0.0;very low;0;0;B;1413.1;81.75;115524.0;0.53;61408.92;0,25;True;True;823
Dingolfing;Landkreis Dingolfing-Landau;4,86122E+15;1,2459E+15;;0.0;very low;0;0;E;1413.1;80.0;113047.8;0.47;52607.28;0,2;True;True;824
Dingolfing;Landkreis Dingolfing-Landau;4,86197E+15;1,24866E+16;;0.0;very low;0;0;D;1413.1;94.25;133189.39;0.75;99522.51;0,2;True;True;825
Ampfing;Landkreis Mühldorf am Inn;4,82684E+15;1,24345E+16;;0.0;very low;0;0;F;2142.27;80.0;171381.63;0.43;73707.11;0,2;True;True;826
Ampfing;Landkreis Mühldorf am Inn;4,82922E+15;1,24267E+16;;0.0;very low;0;0;H;2142.27;80.0;171381.63;0.64;109649.52;0,2;True;True;827
Zangberg;Landkreis Mühldorf am Inn;4,82157E+14;1,24394E+15;;0.0;very low;0;0;B;2142.27;156.69;335665.52;0.45;152047.68;0,2;True;True;828
Zangberg;Landkreis Mühldorf am Inn;4,82817E+15;1,23737E+16;;0.0;very low;0;0;C;2142.27;162.64;348421.68;0.68;236859.88;0,2;True;True;829
Kraiburg;Landkreis Mühldorf am Inn;4,81563E+15;1,24687E+16;;0.0;very low;0;0;H;2142.27;98.05;210043.4;0.51;107755.29;0,2;True;True;830
Obertaufkirchen;Landkreis Mühldorf am Inn;4,82368E+16;1,2288E+16;;0.0;very low;0;0;G;2142.27;150.91;323284.12;0.66;212926.92;0,2;True;True;831
Obertaufkirchen;Landkreis Mühldorf am Inn;4,82573E+14;1,22336E+16;;0.0;very low;0;0;B;2142.27;100.12;214488.62;0.58;124750.93;0,25;True;True;832
Schwindegg;Landkreis Mühldorf am Inn;4,82774E+15;1,22499E+16;;0.0;very low;0;0;A;2142.27;150.75;322941.1;0.42;135487.24;0,3;True;True;833
Schwindegg;Landkreis Mühldorf am Inn;4,8229E+15;1,22619E+16;;0.0;very low;0;0;A+;2142.27;131.45;281605.02;0.47;131873.05;0,2;True;True;834
Waldkraiburg;Landkreis Mühldorf am Inn;4,82058E+15;1,24179E+16;;0.0;very low;0;0;E;2142.27;133.73;286477.36;0.49;139432.23;0,2;True;True;835
Waldkraiburg;Landkreis Mühldorf am Inn;4,81981E+16;1,24143E+16;;0.0;very low;0;0;D;2142.27;125.18;268177.44;0.42;113546.31;0,25;True;True;836
Waldkraiburg;Landkreis Mühldorf am Inn;4,82075E+15;1,23984E+14;;0.0;very low;0;0;C;2142.27;87.53;187508.98;0.65;121927.71;0,25;True;True;837
Waldkraiburg;Landkreis Mühldorf am Inn;4,81872E+15;1,23798E+16;;0.0;very low;0;0;F;2142.27;106.71;228597.45;0.59;133800.02;0,3;True;True;838
Waldkraiburg;Landkreis Mühldorf am Inn;4,82061E+15;1,24092E+16;;0.0;very low;0;0;A;2142.27;152.24;326133.7;0.67;219844.4;0,2;True;True;839
Waldkraiburg;Landkreis Mühldorf am Inn;4,81859E+15;1,23953E+16;;0.0;very low;0;0;G;2142.27;129.57;277581.06;0.74;206560.56;0,2;True;True;840
Erharting;Landkreis Mühldorf am Inn;4,82483E+15;1,25733E+15;;0.0;very low;0;0;C;2142.27;80.0;171381.63;0.57;96885.98;0,2;True;True;841
Erharting;Landkreis Mühldorf am Inn;4,82717E+15;1,26034E+16;;0.0;very low;0;0;F;2142.27;140.47;300928.61;0.75;225696.46;0,2;True;True;842
Erharting;Landkreis Mühldorf am Inn;4,82604E+15;1,25802E+16;;0.0;very low;0;0;A+;2142.27;151.95;325514.47;0.52;169405.8;0,2;True;True;843
Töging am Inn;Landkreis Altötting;4,82939E+15;1,25856E+16;;0.0;very low;0;0;G;1841.14;145.55;267980.02;0.49;132160.09;0,2;True;True;844
Töging am Inn;Landkreis Altötting;4,82438E+15;1,25679E+16;;0.0;very low;0;0;C;1841.14;127.83;235353.88;0.52;122001.75;0,2;True;True;845
Töging am Inn;Landkreis Altötting;4,82631E+16;1,26036E+16;;0.0;very low;0;0;G;1841.14;112.43;206999.09;0.44;91453.89;0,25;True;True;846
Engelsberg;Landkreis Traunstein;4,81219E+15;1,24775E+16;;0.0;very low;0;0;H;2120.95;80.0;169675.71;0.7;118339.52;0,2;True;True;847
Buchbach;Landkreis Mühldorf am Inn;4,8317E+15;1,23249E+16;;0.0;very low;0;0;F;2142.27;80.0;171381.63;0.46;79563.72;0,25;True;True;848
Dorfen;Landkreis Erding;4,82811E+15;1,21688E+16;;0.0;very low;0;0;D;2625.96;135.7;356352.73;0.46;164945.25;0,3;True;True;849
Dorfen;Landkreis Erding;4,82938E+15;1,22389E+16;;0.0;very low;0;0;D;2625.96;80.0;210076.68;0.43;90182.64;0,3;True;True;850
Dorfen;Landkreis Erding;4,82951E+15;1,21355E+16;;0.0;very low;0;0;A;2625.96;80.0;210076.68;0.66;138406.68;0,2;True;True;851
Dorfen;Landkreis Erding;4,83108E+15;1,22405E+16;;0.0;very low;0;0;A;2625.96;145.31;381576.06;0.75;286182.04;0,3;True;True;852
Sankt Wolfgang;Landkreis Erding;4,82101E+15;1,22256E+15;;0.0;very low;0;0;H;2625.96;107.49;282273.8;0.75;210649.11;0,2;True;True;853
Isen;Landkreis Erding;4,82046E+15;1,20452E+16;;0.0;very low;0;0;H;2625.96;80.0;210076.68;0.74;154575.68;0,25;True;True;854
Lengdorf;Landkreis Erding;4,82786E+15;1,20593E+16;;0.0;very low;0;0;D;2625.96;126.51;332207.64;0.49;162578.36;0,3;True;True;855
Inning am Holz;Landkreis Erding;4,8339E+15;1,21376E+16;;0.0;very low;0;0;E;2625.96;95.46;250667.54;0.71;177313.55;0,2;True;True;856
Inning am Holz;Landkreis Erding;4,83195E+16;1,20626E+15;;0.0;very low;0;0;C;2625.96;144.15;378524.35;0.69;259507.27;0,2;True;True;857
Inning am Holz;Landkreis Erding;4,83122E+15;1,21228E+16;;0.0;very low;0;0;B;2625.96;127.66;335228.25;0.48;161765.19;0,2;True;True;858
Taufkirchen;Landkreis Erding;4,83802E+15;1,21791E+16;;0.0;very low;0;0;E;2625.96;80.0;210076.68;0.75;157557.51;0,3;True;True;859
Taufkirchen;Landkreis Erding;4,83439E+15;1,21729E+16;;0.0;very low;0;0;G;2625.96;131.0;343995.65;0.48;165026.02;0,3;True;True;860
Taufkirchen;Landkreis Erding;4,83431E+15;1,21283E+16;;0.0;very low;0;0;G;2625.96;155.13;407371.04;0.51;206118.16;0,2;True;True;861
Pfeffenhausen;Landkreis Landshut;4,86524E+16;1,18897E+16;;0.0;very low;0;0;B;3142.41;80.0;251393.0;0.75;188544.75;0,3;True;True;862
Kumhausen;Landkreis Landshut;4,85067E+15;1,21928E+15;;0.0;very low;0;0;D;3142.41;80.0;251393.0;0.47;117234.26;0,2;True;True;863
Kumhausen;Landkreis Landshut;4,85202E+15;1,22003E+16;;0.0;very low;0;0;C;3142.41;87.97;276436.3;0.44;122365.02;0,3;True;True;864
Kumhausen;Landkreis Landshut;4,85149E+15;1,22274E+15;;0.0;very low;0;0;E;3142.41;80.0;251393.0;0.71;178881.22;0,2;True;True;865
Kumhausen;Landkreis Landshut;4,85038E+16;1,22067E+16;;0.0;very low;0;0;F;3142.41;100.95;317229.94;0.52;164782.96;0,2;True;True;866
Kumhausen;Landkreis Landshut;4,85695E+15;1,22023E+16;;0.0;very low;0;0;C;3142.41;123.19;387127.9;0.71;275652.32;0,25;True;True;867
Kumhausen;Landkreis Landshut;4,85812E+15;1,22353E+16;;0.0;very low;0;0;G;3142.41;118.69;372965.95;0.67;249650.06;0,2;True;True;868
Landshut;;4,85251E+15;1,21874E+15;;0.0;very low;0;0;B;3142.41;128.97;405289.25;0.71;285872.48;0,3;True;True;869
Landshut;;4,85654E+15;1,22239E+16;;0.0;very low;0;0;F;3142.41;161.18;506496.52;0.53;266302.72;0,25;True;True;870
Landshut;;4,85727E+15;1,22159E+15;;0.0;very low;0;0;E;3142.41;83.7;263011.55;0.73;190963.46;0,3;True;True;871
Landshut;;4,84793E+15;1,21635E+16;;0.0;very low;0;0;F;3142.41;148.7;467266.76;0.45;211107.36;0,2;True;True;872
Landshut;;4,85013E+15;1,21572E+16;;0.0;very low;0;0;H;3142.41;160.68;504932.67;0.64;320796.47;0,3;True;True;873
Landshut;;4,84963E+15;1,21636E+16;;0.0;very low;0;0;H;3142.41;96.85;304338.83;0.67;203943.9;0,2;True;True;874
Hohenthann;Landkreis Landshut;4,86349E+15;1,21152E+16;;0.0;very low;0;0;E;3142.41;108.07;339590.89;0.62;209508.43;0,25;True;True;875
Mallersdorf-Pfaffenberg;Landkreis Straubing-Bogen;4,87632E+15;1,22621E+15;;0.0;very low;0;0;G;1520.24;99.11;150667.2;0.54;80952.88;0,3;True;True;876
Mallersdorf-Pfaffenberg;Landkreis Straubing-Bogen;4,8802E+15;1,22046E+16;;0.0;very low;0;0;C;1520.24;125.56;190885.21;0.51;97985.73;0,2;True;True;877
Bruckberg;Landkreis Landshut;4,85227E+15;1,2021E+16;;0.0;very low;0;0;D;3142.41;117.03;367757.11;0.49;180558.44;0,2;True;True;878
Vilsbiburg;Landkreis Landshut;4,84401E+15;1,23297E+16;;0.0;very low;0;0;G;3142.41;125.54;394512.64;0.44;172204.92;0,2;True;True;879
Vilsbiburg;Landkreis Landshut;4,84873E+16;1,23456E+16;;0.0;very low;0;0;E;3142.41;129.17;405914.91;0.69;281889.89;0,2;True;True;880
Vilsbiburg;Landkreis Landshut;4,84257E+15;1,23803E+16;;0.0;very low;0;0;F;3142.41;80.56;253139.86;0.75;189428.76;0,2;True;True;881
Hausham;Landkreis Miesbach;4,77543E+15;1,18128E+16;;0.0;very low;0;0;C;4815.04;86.16;414874.52;0.49;201282.43;0,2;True;True;882
Hausham;Landkreis Miesbach;4,77506E+16;1,18141E+15;;0.0;very low;0;0;B;4815.04;98.14;472552.17;0.6;282420.15;0,2;True;True;883
Tegernsee;Landkreis Miesbach;4,77167E+15;1,17938E+16;;0.0;very low;0;0;D;4815.04;108.65;523139.61;0.75;392354.71;0,2;True;True;884
Miesbach;Landkreis Miesbach;4,77847E+16;1,18323E+16;;0.0;very low;0;0;B;4815.04;91.32;439706.72;0.49;217603.29;0,25;True;True;885
Miesbach;Landkreis Miesbach;4,77777E+15;1,18463E+16;;0.0;very low;0;0;C;4815.04;149.58;720235.53;0.49;353029.86;0,2;True;True;886
Miesbach;Landkreis Miesbach;4,77934E+15;1,18395E+16;;0.0;very low;0;0;C;4815.04;165.11;795001.35;0.5;395894.09;0,2;True;True;887
Irschenberg;Landkreis Miesbach;4,78194E+13;1,18827E+15;;0.0;very low;0;0;C;4815.04;80.0;385202.98;0.56;217502.8;0,2;True;True;888
Holzkirchen;Landkreis Miesbach;4,78914E+15;1,16916E+16;;0.0;very low;0;0;E;4815.04;109.5;527227.4;0.43;226322.94;0,2;True;True;889
Holzkirchen;Landkreis Miesbach;4,78721E+13;1,16642E+15;;0.0;very low;0;0;H;4815.04;146.12;703586.92;0.74;520433.26;0,2;True;True;890
Holzkirchen;Landkreis Miesbach;4,79023E+16;1,17058E+16;;0.0;very low;0;0;G;4815.04;166.16;800048.85;0.73;581152.98;0,2;True;True;891
Holzkirchen;Landkreis Miesbach;4,78749E+15;1,17047E+16;;0.0;very low;0;0;A+;4815.04;106.76;514030.06;0.59;305656.22;0,2;True;True;892
Warngau;Landkreis Miesbach;4,78201E+15;1,17031E+16;;0.0;very low;0;0;D;4815.04;159.11;766114.89;0.52;396502.07;0,2;True;True;893
Gmund;Landkreis Miesbach;4,77439E+15;1,17498E+16;;0.0;very low;0;0;H;4815.04;132.27;636897.57;0.68;431183.75;0,3;True;True;894
Gmund;Landkreis Miesbach;4,77593E+15;1,17136E+16;;0.0;very low;0;0;G;4815.04;140.02;674201.96;0.75;505651.47;0,3;True;True;895
Fischbachau;Landkreis Miesbach;4,77122E+15;1,19269E+16;;0.0;very low;0;0;C;4815.04;80.0;385202.98;0.68;261055.13;0,3;True;True;896
Fischbachau;Landkreis Miesbach;4,77142E+14;1,19746E+15;;0.0;very low;0;0;H;4815.04;80.0;385202.98;0.45;174213.26;0,2;True;True;897
Waakirchen;Landkreis Miesbach;4,77886E+15;1,167E+16;;0.0;very low;0;0;F;4815.04;80.0;385202.98;0.51;196685.76;0,2;True;True;898
Kreuth;Landkreis Miesbach;4,76614E+16;1,17857E+16;;0.0;very low;0;0;C;4815.04;132.64;638671.28;0.73;463673.77;0,25;True;True;899
Nürnberg;;4,93536E+16;1,11026E+16;;0.0;very low;0;0;E;2495.41;80.0;199633.17;0.56;111932.25;0,2;True;True;900
Nürnberg;;4,93554E+15;1,10423E+16;;0.0;very low;0;0;G;2495.41;110.04;274583.87;0.75;205937.9;0,3;True;True;901
Nürnberg;;4,93485E+16;1,10576E+16;;0.0;very low;0;0;F;2495.41;161.84;403855.57;0.48;191933.17;0,3;True;True;902
Nürnberg;;4,93538E+15;1,10881E+16;;0.0;very low;0;0;F;2495.41;128.13;319732.11;0.71;228448.23;0,2;True;True;903
Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,76697E+15;1,15191E+16;;0.0;very low;0;0;B;3924.11;80.0;313929.2;0.44;138888.45;0,2;True;True;904
Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,76015E+15;1,15797E+16;;0.0;very low;0;0;H;3924.11;144.55;567239.91;0.62;349058.33;0,2;True;True;905
Lenggries;Landkreis Bad Tölz-Wolfratshausen;4,75288E+15;1,14182E+16;;0.0;very low;0;0;G;3924.11;140.95;553121.75;0.62;342725.97;0,2;True;True;906
Greiling;Landkreis Bad Tölz-Wolfratshausen;4,77902E+15;1,16346E+16;;0.0;very low;0;0;C;3924.11;81.64;320369.96;0.6;193601.17;0,2;True;True;907
Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4,77755E+15;1,16199E+16;;0.0;very low;0;0;G;3924.11;159.7;626687.27;0.45;283168.95;0,2;True;True;908
Benediktbeuern;Landkreis Bad Tölz-Wolfratshausen;4,76645E+15;1,14227E+15;;0.0;very low;0;0;G;3924.11;139.87;548882.22;0.57;313693.92;0,3;True;True;909
Lindenberg im Allgäu;Landkreis Lindau;4,76162E+15;9,87203E+15;;0.0;very low;0;0;D;2745.58;150.05;411966.0;0.53;218118.14;0,3;True;True;910
Lindenberg im Allgäu;Landkreis Lindau;4,76113E+15;9,89732E+14;;0.0;very low;0;0;B;2745.58;80.0;219646.42;0.46;101513.31;0,3;True;True;911
Lindenberg im Allgäu;Landkreis Lindau;4,76119E+15;9,86836E+14;;0.0;very low;0;0;A+;2745.58;115.69;317643.56;0.46;146096.27;0,2;True;True;912
Scheidegg;Landkreis Lindau;4,7548E+15;9,82576E+15;;0.0;very low;0;0;A+;2745.58;146.82;403099.5;0.73;293311.02;0,25;True;True;913
Aschaffenburg;;4,99489E+16;9,08713E+15;;0.0;very low;0;0;C;1882.22;163.3;307362.46;0.68;207932.83;0,2;True;True;914
Aschaffenburg;;4,99876E+15;9,10778E+15;;0.0;very low;0;0;C;1882.22;85.96;161805.21;0.61;97894.93;0,2;True;True;915
Aschaffenburg;;4,99658E+15;9,12126E+15;;0.0;very low;0;0;A+;1882.22;134.55;253252.55;0.54;135876.19;0,3;True;True;916
Aschaffenburg;;4,99801E+14;9,11208E+14;;0.0;very low;0;0;F;1882.22;80.0;150577.84;0.65;97773.53;0,2;True;True;917
Aschaffenburg;;4,99793E+16;9,12654E+15;;0.0;very low;0;0;F;1882.22;108.91;204993.57;0.72;148074.98;0,2;True;True;918
Aschaffenburg;;4,99707E+15;9,11856E+15;;0.0;very low;0;0;E;1882.22;126.91;238864.51;0.44;104332.09;0,2;True;True;919
Aschaffenburg;;4,99956E+15;9,09263E+15;;0.0;very low;0;0;D;1882.22;80.0;150577.84;0.65;97913.8;0,2;True;True;920
Leidersbach;Landkreis Miltenberg;4,99138E+15;9,21751E+15;;0.0;very low;0;0;E;1448.46;129.58;187691.99;0.61;114641.63;0,2;True;True;921
Sauerlach;Landkreis München;4,79421E+15;1,16413E+16;;0.0;very low;0;0;D;5281.56;151.26;798868.57;0.62;494611.73;0,25;True;True;922
Sauerlach;Landkreis München;4,79551E+15;1,15847E+16;;0.0;very low;0;0;H;5281.56;102.8;542939.9;0.48;262422.75;0,2;True;True;923
Eurasburg;Landkreis Bad Tölz-Wolfratshausen;4,78255E+15;1,13824E+16;;0.0;very low;0;0;E;3924.11;99.36;389901.86;0.75;292426.39;0,2;True;True;924
Kochel am See;Landkreis Bad Tölz-Wolfratshausen;4,76486E+15;1,13461E+16;;0.0;very low;0;0;A;3924.11;80.0;313929.2;0.75;235446.9;0,25;True;True;925
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76752E+15;1,1138E+14;;0.0;very low;0;0;A+;3810.21;80.0;304817.14;0.75;228612.85;0,2;True;True;926
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76984E+15;1,11871E+15;;0.0;very low;0;0;D;3810.21;81.3;309783.63;0.53;164120.61;0,25;True;True;927
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76343E+15;1,11575E+16;;0.0;very low;0;0;F;3810.21;138.26;526781.48;0.56;296533.4;0,25;True;True;928
Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76635E+15;1,12203E+16;;0.0;very low;0;0;H;3810.21;80.0;304817.14;0.43;131628.43;0,2;True;True;929
Riegsee;Landkreis Garmisch-Partenkirchen;4,76416E+15;1,11438E+16;;0.0;very low;0;0;B;3810.21;80.0;304817.14;0.48;146757.36;0,2;True;True;930
Riegsee;Landkreis Garmisch-Partenkirchen;4,76854E+15;1,11534E+15;;0.0;very low;0;0;H;3810.21;120.47;459031.32;0.69;316836.16;0,2;True;True;931
Riegsee;Landkreis Garmisch-Partenkirchen;4,76835E+15;1,12522E+16;;0.0;very low;0;0;C;3810.21;147.31;561277.55;0.55;307130.12;0,2;True;True;932
Riegsee;Landkreis Garmisch-Partenkirchen;4,77153E+15;1,12647E+16;;0.0;very low;0;0;E;3810.21;134.1;510966.6;0.72;366233.98;0,3;True;True;933
Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4,76731E+15;1,11418E+16;;0.0;very low;0;0;A;3810.21;124.17;473124.88;0.6;283793.13;0,2;True;True;934
