ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche
900;Nürnberg;;4,93536e+16;1,11026e+16;;very low;E;4798,0;0,4632;233350,75;503758,59;104,99
901;Nürnberg;;4935540000000000,0;1,10423e+16;;very low;G;4798,0;0,6701;192894,52;287880,0;60,0
902;Nürnberg;;4,93485e+16;1,10576e+16;;very low;F;4798,0;0,7222;207904,87;287880,0;60,0
903;Nürnberg;;4935380000000000,0;1,10881e+16;;very low;F;4798,0;0,4704;135406,39;287880,0;60,0
904;Lenggries;Landkreis Bad Tölz-Wolfratshausen;4766970000000000,0;1,15191e+16;;very low;B;7545,0;0,4607;208544,56;452700,0;60,0
905;Lenggries;Landkreis Bad Tölz-Wolfratshausen;4760150000000000,0;1,15797e+16;;very low;H;7545,0;0,4665;211205,02;452700,0;60,0
906;Lenggries;Landkreis Bad Tölz-Wolfratshausen;4752880000000000,0;1,14182e+16;;very low;G;7545,0;0,4357;197229,59;452700,0;60,0
907;Greiling;Landkreis Bad Tölz-Wolfratshausen;4779020000000000,0;1,16346e+16;;very low;C;7545,0;0,3514;159066,96;452700,0;60,0
908;Reichersbeuern;Landkreis Bad Tölz-Wolfratshausen;4777550000000000,0;1,16199e+16;;very low;G;7545,0;0,4739;214513,33;452700,0;60,0
909;Benediktbeuern;Landkreis Bad Tölz-Wolfratshausen;4766450000000000,0;1142270000000000,0;;very low;G;7545,0;0,6201;280729,22;452700,0;60,0
910;Lindenberg im Allgäu;Landkreis Lindau;4761620000000000,0;9872030000000000,0;;very low;D;5279,0;0,7127;225756,32;316740,0;60,0
911;Lindenberg im Allgäu;Landkreis Lindau;4761130000000000,0;989732000000000,0;;very low;B;5279,0;0,7105;225037,4;316740,0;60,0
912;Lindenberg im Allgäu;Landkreis Lindau;4761190000000000,0;986836000000000,0;;very low;A+;5279,0;0,1711;147060,35;859711,92;162,86
913;Scheidegg;Landkreis Lindau;4754800000000000,0;9825760000000000,0;;very low;A+;5279,0;0,5625;178167,17;316740,0;60,0
914;Aschaffenburg;;4,99489e+16;9087130000000000,0;;very low;C;3619,0;0,2606;56596,56;217140,0;60,0
915;Aschaffenburg;;4998760000000000,0;9107780000000000,0;;very low;C;3619,0;0,2839;61637,1;217140,0;60,0
916;Aschaffenburg;;4996580000000000,0;9121260000000000,0;;very low;A+;3619,0;0,6152;227485,08;369800,83;102,18
917;Aschaffenburg;;499801000000000,0;911208000000000,0;;very low;F;3619,0;0,368;142473,92;387122,64;106,97
918;Aschaffenburg;;4,99793e+16;9126540000000000,0;;very low;F;3619,0;0,3628;156310,61;430818,78;119,04
919;Aschaffenburg;;4997070000000000,0;9118560000000000,0;;very low;E;3619,0;0,2297;80162,35;349055,37;96,45
920;Aschaffenburg;;4999560000000000,0;9092630000000000,0;;very low;D;3619,0;0,1714;240845,26;1405188,18;388,28
921;Leidersbach;Landkreis Miltenberg;4991380000000000,0;9217510000000000,0;;very low;E;2785,0;0,2361;67506,1;285908,43;102,66
922;Sauerlach;Landkreis München;4794210000000000,0;1,16413e+16;;very low;D;10155,0;0,5047;307543,3;609300,0;60,0
923;Sauerlach;Landkreis München;4795510000000000,0;1,15847e+16;;very low;H;10155,0;0,4409;268633,98;609300,0;60,0
924;Eurasburg;Landkreis Bad Tölz-Wolfratshausen;4782550000000000,0;1,13824e+16;;very low;E;7545,0;0,3897;176410,11;452700,0;60,0
925;Kochel am See;Landkreis Bad Tölz-Wolfratshausen;4764860000000000,0;1,13461e+16;;very low;A;7545,0;0,5176;234301,76;452700,0;60,0
926;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4767520000000000,0;111380000000000,0;;very low;A+;7326,0;0,3531;155225,04;439560,0;60,0
927;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4769840000000000,0;1118710000000000,0;;very low;D;7326,0;0,5894;343289,4;582438,34;79,5
928;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4763430000000000,0;1,11575e+16;;very low;F;7326,0;0,5645;248123,69;439560,0;60,0
929;Murnau am Staffelsee;Landkreis Garmisch-Partenkirchen;4766350000000000,0;1,12203e+16;;very low;H;7326,0;0,3589;157778,56;439560,0;60,0
930;Riegsee;Landkreis Garmisch-Partenkirchen;4764160000000000,0;1,11438e+16;;very low;B;7326,0;0,3187;140069,09;439560,0;60,0
931;Riegsee;Landkreis Garmisch-Partenkirchen;4768540000000000,0;1115340000000000,0;;very low;H;7326,0;0,3264;143471,42;439560,0;60,0
932;Riegsee;Landkreis Garmisch-Partenkirchen;4768350000000000,0;1,12522e+16;;very low;C;7326,0;0,4187;184043,69;439560,0;60,0
933;Riegsee;Landkreis Garmisch-Partenkirchen;4771530000000000,0;1,12647e+16;;very low;E;7326,0;0,6516;317897,69;487898,09;66,6
934;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4767310000000000,0;1,11418e+16;;very low;A;7326,0;0,1583;243721,99;1539854,0;210,19
935;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4767710000000000,0;1115340000000000,0;;very low;H;7326,0;0,407;178908,57;439560,0;60,0
936;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;4769280000000000,0;1114870000000000,0;;very low;E;7326,0;0,5895;259110,91;439560,0;60,0
937;Seehausen am Staffelsee;Landkreis Garmisch-Partenkirchen;476622000000000,0;1,11637e+16;;very low;B;7326,0;0,0856;135134,0;1578793,79;215,51
938;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4767360000000000,0;1,12454e+16;HQ 100;low;H;7326,0;0,5373;236157,7;439560,0;60,0
939;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4767760000000000,0;1,12214e+16;;very low;G;7326,0;0,6961;305996,67;439560,0;60,0
940;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4768150000000000,0;1,12629e+16;;very low;A;7326,0;0,1234;66217,78;536618,56;73,25
941;Spatzenhausen;Landkreis Garmisch-Partenkirchen;4766530000000000,0;1,12082e+16;;very low;F;7326,0;0,3028;133110,59;439560,0;60,0
942;Mittenwald;Landkreis Garmisch-Partenkirchen;4751160000000000,0;1,13029e+16;;very low;C;7326,0;0,4938;217043,94;439560,0;60,0
943;Mittenwald;Landkreis Garmisch-Partenkirchen;4,7453e+16;1,13143e+16;;very low;C;7326,0;0,2692;118318,07;439560,0;60,0
944;Farchant;Landkreis Garmisch-Partenkirchen;4753820000000000,0;1,10714e+16;;very low;H;7326,0;0,4292;188656,57;439560,0;60,0
945;Bad Kohlgrub;Landkreis Garmisch-Partenkirchen;4,76543e+16;1,10295e+16;;very low;C;7326,0;0,302;132764,53;439560,0;60,0
946;Nürnberg;;4943160000000000,0;1109430000000000,0;;very low;H;4798,0;0,611;175906,57;287880,0;60,0
947;Nürnberg;;4,94298e+16;1,10921e+16;;very low;A;4798,0;0,4147;119376,09;287880,0;60,0
948;Nürnberg;;4,9421e+16;1,10902e+16;;very low;F;4798,0;0,2305;66357,18;287880,0;60,0
949;Nürnberg;;4943140000000000,0;1,10848e+16;;very low;F;4798,0;0,1798;124240,49;690992,71;144,02
950;Nürnberg;;4942530000000000,0;1,11035e+16;;very low;H;4798,0;0,5671;175992,07;310339,97;64,68
951;Nürnberg;;4943010000000000,0;110768000000000,0;;very low;E;4798,0;0,4658;134102,18;287880,0;60,0
952;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4946070000000000,0;1122910000000000,0;;very low;D;3585,0;0,5591;120269,0;215100,0;60,0
953;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4945240000000000,0;1,12262e+16;;very low;F;3585,0;0,2511;58433,28;232722,93;64,92
954;Röthenbach an der Pegnitz;Landkreis Nürnberger Land;4,94677e+16;1123140000000000,0;;very low;G;3585,0;0,4509;161785,88;358774,99;100,08
955;Neunkirchen a. Sand;Landkreis Nürnberger Land;4953040000000000,0;1134570000000000,0;;very low;E;3585,0;0,521;112058,98;215100,0;60,0
956;Reichenschwand;Landkreis Nürnberger Land;4951600000000000,0;1,13838e+16;;very low;E;3585,0;0,4182;89945,25;215100,0;60,0
957;Ottensoos;Landkreis Nürnberger Land;4,9503e+16;1132250000000000,0;;very low;A+;3585,0;0,4715;101427,66;215100,0;60,0
958;Mehring;Landkreis Altötting;4,81953e+16;1,27882e+16;;very low;G;3540,0;0,5956;173052,17;290552,89;82,08
959;Emmerting;Landkreis Altötting;4820940000000000,0;1,27738e+16;;very low;B;3540,0;0,2308;81813,13;354540,51;100,15
960;Rohrdorf;Landkreis Rosenheim;4779450000000000,0;1,21915e+16;;very low;H;5831,0;0,4882;170788,15;349860,0;60,0
961;Pullach im Isartal;Landkreis München;4805220000000000,0;1,15214e+16;;very low;H;10155,0;0,6618;403232,29;609300,0;60,0
962;Pullach im Isartal;Landkreis München;4806980000000000,0;1,15395e+16;;very low;E;10155,0;0,4183;254876,19;609300,0;60,0
963;Theisseil;Landkreis Neustadt an der Waldnaab;4968650000000000,0;1,21983e+16;;very low;G;2158,0;0,5446;148864,55;273323,27;126,66
964;Theisseil;Landkreis Neustadt an der Waldnaab;4965840000000000,0;1224760000000000,0;;very low;A+;2158,0;0,634;117616,07;185516,92;85,97
965;Theisseil;Landkreis Neustadt an der Waldnaab;4964520000000000,0;1,20992e+16;;very low;E;2158,0;0,3957;91496,98;231247,12;107,16
966;Theisseil;Landkreis Neustadt an der Waldnaab;4967070000000000,0;1,21454e+16;;very low;G;2158,0;0,0801;177889,84;2221371,12;1029,37
967;Theisseil;Landkreis Neustadt an der Waldnaab;4963970000000000,0;1,22473e+16;;very low;D;2158,0;0,5337;69105,2;129480,0;60,0
968;Theisseil;Landkreis Neustadt an der Waldnaab;4,96604e+16;1,22517e+16;;very low;D;2158,0;0,1742;115843,01;664867,27;308,09
969;Theisseil;Landkreis Neustadt an der Waldnaab;4969680000000000,0;1222360000000000,0;;very low;B;2158,0;0,6917;89561,39;129480,0;60,0
970;Theisseil;Landkreis Neustadt an der Waldnaab;4966240000000000,0;1,2117e+16;;very low;G;2158,0;0,4236;151467,87;357603,06;165,71
971;Theisseil;Landkreis Neustadt an der Waldnaab;4969710000000000,0;1,21012e+16;;very low;F;2158,0;0,5954;190527,56;319976,75;148,27
972;Theisseil;Landkreis Neustadt an der Waldnaab;4968410000000000,0;1,22273e+16;;very low;G;2158,0;0,2039;61029,62;299311,38;138,7
973;Theisseil;Landkreis Neustadt an der Waldnaab;4969600000000000,0;1213160000000000,0;;very low;A;2158,0;0,4284;68174,99;159133,47;73,74
974;Theisseil;Landkreis Neustadt an der Waldnaab;4962850000000000,0;1,21281e+16;;very low;C;2158,0;0,1428;82444,93;577438,18;267,58
975;Weiden in der Oberpfalz;;4965220000000000,0;121211000000000,0;;very low;E;2781,0;0,4186;69845,33;166860,0;60,0
976;Weiden in der Oberpfalz;;4,9657e+16;1,21027e+16;;very low;C;2781,0;0,6263;182515,55;291412,22;104,79
977;Weiden in der Oberpfalz;;497020000000000,0;1217550000000000,0;;very low;E;2781,0;0,5349;89249,24;166860,0;60,0
978;Weiden in der Oberpfalz;;4964470000000000,0;1,21308e+16;;very low;C;2781,0;0,4176;166574,46;398848,03;143,42
979;Weiden in der Oberpfalz;;4,9684e+16;1226010000000000,0;;very low;A;2781,0;0,1916;136416,49;711806,78;255,95
980;Weiden in der Oberpfalz;;4,9629e+16;1211670000000000,0;;very low;E;2781,0;0,3135;86636,15;276388,98;99,38
981;Weiden in der Oberpfalz;;4962190000000000,0;1,21261e+16;;very low;D;2781,0;0,6408;162717,72;253939,72;91,31
982;Weiden in der Oberpfalz;;4964780000000000,0;1,21221e+16;;very low;E;2781,0;0,5602;93478,08;166860,0;60,0
983;Weiden in der Oberpfalz;;4971120000000000,0;1,22056e+16;;very low;E;2781,0;0,4864;86869,59;178605,91;64,22
984;Weiden in der Oberpfalz;;4968440000000000,0;1,21205e+16;;very low;E;2781,0;0,4102;124865,39;304369,99;109,45
985;Weiden in der Oberpfalz;;4968110000000000,0;1,21115e+16;;very low;D;2781,0;0,5141;85786,9;166860,0;60,0
986;Weiden in der Oberpfalz;;4966940000000000,0;1,22135e+16;;very low;G;2781,0;0,1092;54441,32;498416,67;179,22
987;Rückersdorf;Landkreis Nürnberger Land;4951870000000000,0;1,12341e+16;;very low;D;3585,0;0,4434;425223,55;959114,76;267,54
988;Nagel;Landkreis Wunsiedel im Fichtelgebirge;4998520000000000,0;119365000000000,0;;very low;E;1589,0;0,7039;69636,94;98927,66;62,26
989;Heroldsberg;Landkreis Erlangen-Höchstadt;4955090000000000,0;1,1053e+16;;very low;C;4319,0;0,4752;207708,69;437127,48;101,21
990;Heroldsberg;Landkreis Erlangen-Höchstadt;4,95185e+16;1,10912e+16;;very low;D;4319,0;0,2168;214520,92;989676,17;229,14
991;Heroldsberg;Landkreis Erlangen-Höchstadt;4,95355e+16;1,10996e+16;;very low;A;4319,0;0,5132;132995,6;259140,0;60,0
992;Kalchreuth;Landkreis Erlangen-Höchstadt;4,95304e+16;1,11542e+16;;very low;H;4319,0;0,3904;142216,67;364258,07;84,34
993;Kalchreuth;Landkreis Erlangen-Höchstadt;4951160000000000,0;1,1138e+16;;very low;D;4319,0;0,3762;153092,31;406928,9;94,22
994;Kalchreuth;Landkreis Erlangen-Höchstadt;4956780000000000,0;1,10819e+16;;very low;A+;4319,0;0,3474;90025,42;259140,0;60,0
995;Hollfeld;Landkreis Bayreuth;4992540000000000,0;1,12995e+16;;very low;A;2260,0;0,4063;106920,34;263155,07;116,44
996;Schönbrunn i.Steigerwald;Landkreis Bamberg;4986740000000000,0;1,06822e+16;;very low;E;2941,0;0,5489;110145,42;200651,28;68,23
997;Hallstadt;Landkreis Bamberg;4993400000000000,0;1084690000000000,0;;very low;A+;2941,0;0,1274;114798,58;900859,02;306,31
998;Hallstadt;Landkreis Bamberg;4992120000000000,0;1,08737e+16;;very low;G;2941,0;0,5334;94119,12;176460,0;60,0
999;Breitengüßbach;Landkreis Bamberg;4996040000000000,0;1,09298e+16;;very low;C;2941,0;0,1212;43629,75;360102,0;122,44
1000;Viereth-Trunstadt;Landkreis Bamberg;4993030000000000,0;1,07507e+16;;very low;D;2941,0;0,0816;319147,3;3910086,65;1329,51
1001;Memmelsdorf;Landkreis Bamberg;4994540000000000,0;1,09524e+16;;very low;G;2941,0;0,5199;91741,62;176460,0;60,0
1002;Memmelsdorf;Landkreis Bamberg;4996490000000000,0;1,09522e+16;;very low;F;2941,0;0,5905;104207,79;176460,0;60,0
1003;Oberhaid;Landkreis Bamberg;4995330000000000,0;1,08142e+16;;very low;D;2941,0;0,5006;117050,3;233827,9;79,51
1004;Strullendorf;Landkreis Bamberg;498957000000000,0;1,10266e+16;;very low;D;2941,0;0,7251;153937,79;212310,64;72,19
1005;Strullendorf;Landkreis Bamberg;4985040000000000,0;1,10104e+16;;very low;D;2941,0;0,4805;105508,39;219579,86;74,66
1006;Frensdorf;Landkreis Bamberg;4983820000000000,0;1,08134e+16;;very low;A+;2941,0;0,5381;242889,09;451353,67;153,47
1007;Rattelsdorf;Landkreis Bamberg;5003240000000000,0;1,08631e+16;;very low;G;2941,0;0,3579;112745,0;315004,27;107,11
1008;Bamberg;;4990560000000000,0;1,08673e+16;;very low;C;3709,0;0,1589;121920,05;767219,13;206,85
1009;Bamberg;;4988380000000000,0;1089760000000000,0;;very low;G;3709,0;0,188;110476,03;587654,59;158,44
1010;Bamberg;;4987130000000000,0;1,09054e+16;;very low;F;3709,0;0,3172;70585,42;222540,0;60,0
1011;Burgebrach;Landkreis Bamberg;4984380000000000,0;1,08075e+16;;very low;H;2941,0;0,5708;110797,7;194098,04;66,0
1012;Burgebrach;Landkreis Bamberg;4981770000000000,0;1,08003e+16;;very low;C;2941,0;0,3126;158790,94;507920,74;172,7
1013;Stegaurach;Landkreis Bamberg;4,98517e+16;1,08687e+16;;very low;G;2941,0;0,5293;93405,33;176460,0;60,0
1014;Stegaurach;Landkreis Bamberg;4985000000000000,0;1,08776e+16;;very low;A;2941,0;0,285;54172,57;190070,79;64,63
1015;Michelau i.OFr.;Landkreis Lichtenfels;5016100000000000,0;1,10996e+16;;very low;A;2265,0;0,7107;96590,53;135900,0;60,0
1016;Michelau i.OFr.;Landkreis Lichtenfels;5017040000000000,0;1112720000000000,0;;very low;C;2265,0;0,4479;60869,85;135900,0;60,0
1017;Weismain;Landkreis Lichtenfels;5004440000000000,0;1,12527e+16;;very low;C;2265,0;0,554;156338,19;282186,76;124,59
1018;Burgkunstadt;Landkreis Lichtenfels;5015950000000000,0;1,1296e+16;;very low;E;2265,0;0,4931;116056,85;235367,27;103,91
1019;Burgkunstadt;Landkreis Lichtenfels;5016850000000000,0;1,12431e+16;;very low;C;2265,0;0,5313;111971,32;210765,37;93,05
1020;Ebensfeld;Landkreis Lichtenfels;5006830000000000,0;1,09628e+16;;very low;H;2265,0;0,6223;155998,86;250666,32;110,67
1021;Ebensfeld;Landkreis Lichtenfels;5008120000000000,0;1,09341e+16;;very low;E;2265,0;0,733;99610,71;135900,0;60,0
1022;Stockheim;Landkreis Kronach;5030030000000000,0;1,13134e+16;;very low;D;1318,0;0,6719;87450,33;130149,08;98,75
1023;Reichenbach;Landkreis Kronach;5036160000000000,0;1,13743e+16;;very low;C;1318,0;0,6073;96672,03;159180,09;120,77
1024;Teuschnitz;Landkreis Kronach;5040260000000000,0;114117000000000,0;;very low;F;1318,0;0,1531;67107,41;438374,94;332,61
1025;Kulmbach;Landkreis Kulmbach;5020580000000000,0;1,12973e+16;;very low;D;2009,0;0,539;134331,55;249225,02;124,05
1026;Weißenbrunn;Landkreis Kronach;5020950000000000,0;1,13129e+16;;very low;G;1318,0;0,4312;95125,85;220601,36;167,38
1027;Küps;Landkreis Kronach;5016680000000000,0;1,13134e+16;;very low;A+;1318,0;0,5354;70356,23;131411,28;99,71
1028;Küps;Landkreis Kronach;5019470000000000,0;1,12596e+16;;very low;B;1318,0;0,6373;269831,66;423386,5;321,23
1029;Steinwiesen;Landkreis Kronach;5035450000000000,0;1143380000000000,0;;very low;B;1318,0;0,6174;89462,94;144892,52;109,93
1030;Marktrodach;Landkreis Kronach;5027980000000000,0;1,14068e+16;;very low;G;1318,0;0,4955;105279,41;212490,03;161,22
1031;Mitwitz;Landkreis Kronach;5025140000000000,0;1,12454e+16;;very low;D;1318,0;0,4379;274738,87;627389,5;476,02
1032;Ludwigsstadt;Landkreis Kronach;5047170000000000,0;1,13361e+16;;very low;E;1318,0;0,4344;57566,15;132527,86;100,55
1033;Tettau;Landkreis Kronach;5040600000000000,0;1,12689e+16;;very low;A;1318,0;0,6788;261950,18;385884,41;292,78
1034;Kronach;Landkreis Kronach;5,02189e+16;1138390000000000,0;;very low;E;1318,0;0,5541;102429,39;184846,47;140,25
1035;Kronach;Landkreis Kronach;5029280000000000,0;1,1313e+16;;very low;A;1318,0;0,5733;57874,84;100951,74;76,59
1036;Kronach;Landkreis Kronach;5,02302e+16;1130480000000000,0;;very low;C;1318,0;0,457;70563,65;154393,22;117,14
1037;Kronach;Landkreis Kronach;5025780000000000,0;1,12728e+16;;very low;E;1318,0;0,6103;160421,71;262877,31;199,45
1038;Kronach;Landkreis Kronach;5020170000000000,0;1,13786e+16;;very low;C;1318,0;0,1036;78736,07;759724,88;576,42
1039;Wallenfels;Landkreis Kronach;5028510000000000,0;1150790000000000,0;;very low;D;1318,0;0,735;58124,3;79080,0;60,0
1040;Steinbach am Wald;Landkreis Kronach;5043350000000000,0;1,13237e+16;;very low;D;1318,0;0,3813;115998,79;304230,26;230,83
1041;Pressig;Landkreis Kronach;5036610000000000,0;1130640000000000,0;;very low;D;1318,0;0,4542;114287,31;251606,85;190,9
1042;Wilhelmsthal;Landkreis Kronach;5032010000000000,0;1,14049e+16;;very low;G;1318,0;0,631;88372,06;140045,87;106,26
1043;Großheirath;Landkreis Coburg;501821000000000,0;1,09098e+16;;very low;E;1860,0;0,5393;87303,16;161897,16;87,04
1044;Eltmann;Landkreis Haßberge;4994120000000000,0;1,07097e+16;;very low;A+;2045,0;0,436;72532,0;166366,97;81,35
1045;Königsberg in Bayern;Landkreis Haßberge;5,00834e+16;1,05266e+16;;very low;C;2045,0;0,7099;120277,56;169417,45;82,84
1046;Oberaurach;Landkreis Haßberge;4993540000000000,0;1,05935e+16;;very low;C;2045,0;0,6853;112325,57;163903,06;80,15
1047;Wonfurt;Landkreis Haßberge;4998900000000000,0;1,04566e+16;;very low;A;2045,0;0,3147;145620,39;462655,61;226,24
1048;Zeil am Main;Landkreis Haßberge;5000890000000000,0;1061290000000000,0;;very low;G;2045,0;0,3129;115830,55;370210,58;181,03
1049;Zeil am Main;Landkreis Haßberge;500407000000000,0;1,06111e+16;;very low;A+;2045,0;0,2775;198703,84;715985,77;350,12
1050;Ebelsbach;Landkreis Haßberge;4999830000000000,0;1,07257e+16;;very low;E;2045,0;0,5364;154122,03;287323,17;140,5
1051;Knetzgau;Landkreis Haßberge;4997500000000000,0;1,05366e+16;;very low;A;2045,0;0,5492;70573,27;128507,1;62,84
1052;Knetzgau;Landkreis Haßberge;4996130000000000,0;1,05517e+16;;very low;C;2045,0;0,1148;149509,97;1302348,78;636,85
1053;Zellingen;Landkreis Main-Spessart;4988790000000000,0;9815040000000000,0;;very low;F;2337,0;0,146;63882,09;437641,9;187,27
1054;Zellingen;Landkreis Main-Spessart;4,99182e+16;9724970000000000,0;;very low;C;2337,0;0,3065;147251,88;480368,58;205,55
1055;Frammersbach;Landkreis Main-Spessart;5007530000000000,0;9373980000000000,0;;very low;A;2337,0;0,5778;81016,59;140220,0;60,0
1056;Gemünden am Main;Landkreis Main-Spessart;5,00573e+16;9671450000000000,0;;very low;E;2337,0;0,4056;56871,65;140220,0;60,0
1057;Gemünden am Main;Landkreis Main-Spessart;5,00647e+16;9633020000000000,0;;very low;D;2337,0;0,3399;308742,74;908204,94;388,62
1058;Gemünden am Main;Landkreis Main-Spessart;5006660000000000,0;9630900000000000,0;;very low;C;2337,0;0,4556;119966,72;263291,54;112,66
1059;Rieneck;Landkreis Main-Spessart;5010760000000000,0;964761000000000,0;;very low;E;2337,0;0,4298;60261,98;140220,0;60,0
1060;Partenstein;Landkreis Main-Spessart;5,00472e+16;9512010000000000,0;;very low;F;2337,0;0,1563;127178,47;813937,29;348,28
1061;Karlstadt;Landkreis Main-Spessart;4999750000000000,0;9640740000000000,0;;very low;C;2337,0;0,586;82168,22;140220,0;60,0
1062;Karlstadt;Landkreis Main-Spessart;5000630000000000,0;9768400000000000,0;;very low;H;2337,0;0,4222;96961,49;229658,69;98,27
1063;Karlstadt;Landkreis Main-Spessart;4994100000000000,0;9830500000000000,0;;very low;E;2337,0;0,0723;192496,55;2661903,45;1139,03
1064;Karlstadt;Landkreis Main-Spessart;499382000000000,0;9736230000000000,0;;very low;C;2337,0;0,4815;164165,42;340948,71;145,89
1065;Lohr am Main;Landkreis Main-Spessart;5010320000000000,0;9577940000000000,0;;very low;F;2337,0;0,4205;164733,43;391777,49;167,64
1066;Lohr am Main;Landkreis Main-Spessart;5008540000000000,0;9528290000000000,0;;very low;C;2337,0;0,4937;117052,9;237092,31;101,45
1067;Lohr am Main;Landkreis Main-Spessart;4998420000000000,0;958328000000000,0;;very low;E;2337,0;0,3304;144760,69;438126,73;187,47
1068;Lohr am Main;Landkreis Main-Spessart;5008650000000000,0;9529920000000000,0;;very low;G;2337,0;0,5708;119787,15;209862,49;89,8
1069;Burgsinn;Landkreis Main-Spessart;5016560000000000,0;9698550000000000,0;;very low;E;2337,0;0,5701;116639,52;204609,7;87,55
1070;Erlenbach b. Marktheidenfeld;Landkreis Main-Spessart;4,98277e+16;961912000000000,0;;very low;D;2337,0;0,4892;214222,7;437933,91;187,39
