ort,landkreis,latitude,longitude,geometry,GEB_HQ,flood_risk
Elfershausen,Landkreis Bad Kissingen,2998944.7910123477,4320114.489445509,POINT (4320114.489445509 2998944.7910123477),,very low
Wildflecken,Landkreis Bad Kissingen,3024903.1846446767,4313417.425600844,POINT (4313417.425600844 3024903.1846446767),,very low
Münnerstadt,Landkreis Bad Kissingen,3016225.866773964,4339126.476917956,POINT (4339126.476917956 3016225.866773964),,very low
Münnerstadt,Landkreis Bad Kissingen,3015812.4605832887,4336512.471176685,POINT (4336512.471176685 3015812.4605832887),,very low
Wartmannsroth,Landkreis Bad Kissingen,3002387.0617488846,4305376.592414375,POINT (4305376.592414375 3002387.0617488846),,very low
Bad Bocklet,Landkreis Bad Kissingen,3016037.187625869,4326321.787886046,POINT (4326321.787886046 3016037.187625869),,very low
Oberthulba,Landkreis Bad Kissingen,3009509.352882271,4315988.131084647,POINT (4315988.131084647 3009509.352882271),,very low
Bad Brückenau,Landkreis Bad Kissingen,3022421.2413301677,4303343.130977593,POINT (4303343.130977593 3022421.2413301677),,very low
Bad Brückenau,Landkreis Bad Kissingen,3021928.9226552327,4307656.968226047,POINT (4307656.968226047 3021928.9226552327),,very low
Bad Kissingen,Landkreis Bad Kissingen,3008395.3094936246,4327231.260587977,POINT (4327231.260587977 3008395.3094936246),,very low
Bad Kissingen,Landkreis Bad Kissingen,3012639.5169903673,4320737.443794318,POINT (4320737.443794318 3012639.5169903673),,very low
Bad Kissingen,Landkreis Bad Kissingen,3013107.6067469646,4321762.965463148,POINT (4321762.965463148 3013107.6067469646),,very low
Bad Kissingen,Landkreis Bad Kissingen,3008783.3780107317,4329345.3370499,POINT (4329345.3370499 3008783.3780107317),,very low
Bad Kissingen,Landkreis Bad Kissingen,3015059.884511746,4323411.254140566,POINT (4323411.254140566 3015059.884511746),,very low
Bad Kissingen,Landkreis Bad Kissingen,3011410.432515981,4324934.521860142,POINT (4324934.521860142 3011410.432515981),,very low
Iffeldorf,Landkreis Weilheim-Schongau,2742257.1771663995,4423056.174648414,POINT (4423056.174648414 2742257.1771663995),,very low
Seeshaupt,Landkreis Weilheim-Schongau,2750068.339860594,4414858.140448953,POINT (4414858.140448953 2750068.339860594),,very low
Huglfing,Landkreis Weilheim-Schongau,2741674.54820944,4406105.459042701,POINT (4406105.459042701 2741674.54820944),,very low
Oberhausen,Landkreis Weilheim-Schongau,2741626.8928693393,4403687.422128313,POINT (4403687.422128313 2741626.8928693393),HQ 80,medium
Hohenpeißenberg,Landkreis Weilheim-Schongau,2744390.202609411,4398068.664348282,POINT (4398068.664348282 2744390.202609411),,very low
Raisting,Landkreis Weilheim-Schongau,2755721.4173500915,4403372.342740723,POINT (4403372.342740723 2755721.4173500915),,very low
Peißenberg,Landkreis Weilheim-Schongau,2743629.927253638,4400799.26891661,POINT (4400799.26891661 2743629.927253638),,very low
Peißenberg,Landkreis Weilheim-Schongau,2740845.0428678924,4399270.64151648,POINT (4399270.64151648 2740845.0428678924),,very low
Peißenberg,Landkreis Weilheim-Schongau,2744110.90185034,4400515.549075961,POINT (4400515.549075961 2744110.90185034),,very low
Polling,Landkreis Weilheim-Schongau,2744038.244089905,4406977.730785075,POINT (4406977.730785075 2744038.244089905),,very low
Penzberg,Landkreis Weilheim-Schongau,2738480.0221497943,4426475.701967127,POINT (4426475.701967127 2738480.0221497943),,very low
Penzberg,Landkreis Weilheim-Schongau,2743174.5354618877,4424766.204300003,POINT (4424766.204300003 2743174.5354618877),,very low
Penzberg,Landkreis Weilheim-Schongau,2738426.2279983414,4426474.953926715,POINT (4426474.953926715 2738426.2279983414),,very low
Penzberg,Landkreis Weilheim-Schongau,2739423.990560175,4425916.326011669,POINT (4425916.326011669 2739423.990560175),,very low
Wielenbach,Landkreis Weilheim-Schongau,2752373.748086996,4409045.892146198,POINT (4409045.892146198 2752373.748086996),,very low
Pähl,Landkreis Weilheim-Schongau,2758704.929603726,4405830.104074809,POINT (4405830.104074809 2758704.929603726),,very low
Wessobrunn,Landkreis Weilheim-Schongau,2747038.667614585,4396405.760820723,POINT (4396405.760820723 2747038.667614585),,very low
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2746736.593504928,4408230.133709196,POINT (4408230.133709196 2746736.593504928),,very low
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2750278.6905517397,4404747.089231128,POINT (4404747.089231128 2750278.6905517397),,very low
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2751915.613610379,4403094.411694464,POINT (4403094.411694464 2751915.613610379),,very low
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2751318.8260148107,4405916.560947022,POINT (4405916.560947022 2751318.8260148107),,very low
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2747147.190509368,4409862.765149201,POINT (4409862.765149201 2747147.190509368),,very low
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2749556.0072843437,4402513.629074074,POINT (4402513.629074074 2749556.0072843437),,very low
Nürnberg,,2925792.7489447827,4409702.636161113,POINT (4409702.636161113 2925792.7489447827),,very low
Nürnberg,,2925922.908334481,4403859.912202206,POINT (4403859.912202206 2925922.908334481),,very low
Nürnberg,,2924812.690289998,4413073.599137457,POINT (4413073.599137457 2924812.690289998),,very low
Nürnberg,,2924698.1322391503,4405959.587995739,POINT (4405959.587995739 2924698.1322391503),,very low
Hallerndorf,Landkreis Forchheim,2957579.8056627223,4389564.590195961,POINT (4389564.590195961 2957579.8056627223),,very low
Pegnitz,Landkreis Bayreuth,2957009.1781711234,4429465.508032413,POINT (4429465.508032413 2957009.1781711234),,very low
Pegnitz,Landkreis Bayreuth,2958559.7482451927,4426448.981450703,POINT (4426448.981450703 2958559.7482451927),,very low
Pegnitz,Landkreis Bayreuth,2961962.994850388,4432228.81639166,POINT (4432228.81639166 2961962.994850388),,very low
Pegnitz,Landkreis Bayreuth,2953792.9069588934,4430667.735943882,POINT (4430667.735943882 2953792.9069588934),,very low
Gößweinstein,Landkreis Forchheim,2960034.266155858,4410860.23037007,POINT (4410860.23037007 2960034.266155858),,very low
Wiesenttal,Landkreis Forchheim,2967344.320427787,4410281.335971749,POINT (4410281.335971749 2967344.320427787),,very low
Pommelsbrunn,Landkreis Nürnberger Land,2935364.1137281945,4431222.332250373,POINT (4431222.332250373 2935364.1137281945),,very low
Happurg,Landkreis Nürnberger Land,2928154.4034411875,4427222.116824344,POINT (4427222.116824344 2928154.4034411875),,very low
Dietenhofen,Landkreis Ansbach,2922186.85371707,4366978.206681585,POINT (4366978.206681585 2922186.85371707),,very low
Neuhof a.d.Zenn,Landkreis Neustadt an der Aisch-Bad Windsheim,2923842.96632522,4369140.919878966,POINT (4369140.919878966 2923842.96632522),,very low
Diespeck,Landkreis Neustadt an der Aisch-Bad Windsheim,2942292.286765784,4367539.984845472,POINT (4367539.984845472 2942292.286765784),,very low
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2944931.186940875,4351330.796718864,POINT (4351330.796718864 2944931.186940875),,very low
Emskirchen,Landkreis Neustadt an der Aisch-Bad Windsheim,2938341.564620365,4379085.351624302,POINT (4379085.351624302 2938341.564620365),,very low
Emskirchen,Landkreis Neustadt an der Aisch-Bad Windsheim,2941346.701559268,4370600.586656045,POINT (4370600.586656045 2941346.701559268),,very low
Obernzenn,Landkreis Neustadt an der Aisch-Bad Windsheim,2926040.068206025,4357149.149168908,POINT (4357149.149168908 2926040.068206025),,very low
Gerhardshofen,Landkreis Neustadt an der Aisch-Bad Windsheim,2945382.691900104,4369917.128705334,POINT (4369917.128705334 2945382.691900104),,very low
Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,2937560.4224586184,4366337.497252914,POINT (4366337.497252914 2937560.4224586184),,very low
Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,2939429.0033414066,4364640.526201961,POINT (4364640.526201961 2939429.0033414066),,very low
Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,2942092.4020296116,4363287.810793515,POINT (4363287.810793515 2942092.4020296116),,very low
Markt Bibart,Landkreis Neustadt an der Aisch-Bad Windsheim,2951186.201602207,4348797.54699946,POINT (4348797.54699946 2951186.201602207),,very low
Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2933909.537905965,4353518.296287545,POINT (4353518.296287545 2933909.537905965),,very low
Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2932267.1889390405,4355092.142260478,POINT (4355092.142260478 2932267.1889390405),,very low
Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2933725.583140623,4352289.371989954,POINT (4352289.371989954 2933725.583140623),,very low
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2932231.8564911624,4351571.228109191,POINT (4351571.228109191 2932231.8564911624),,very low
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2931783.2130505396,4355870.933532499,POINT (4355870.933532499 2931783.2130505396),,very low
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2939406.263933896,4349632.649950903,POINT (4349632.649950903 2939406.263933896),,very low
Burgbernheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2932566.1425708476,4342890.175345893,POINT (4342890.175345893 2932566.1425708476),,very low
Dietersheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2939473.4772832296,4358028.302942201,POINT (4358028.302942201 2939473.4772832296),,very low
Markt Erlbach,Landkreis Neustadt an der Aisch-Bad Windsheim,2928972.2377237678,4368658.964101204,POINT (4368658.964101204 2928972.2377237678),,very low
Wilhermsdorf,Landkreis Fürth,2926410.5069971527,4371600.972060173,POINT (4371600.972060173 2926410.5069971527),,very low
Uehlfeld,Landkreis Neustadt an der Aisch-Bad Windsheim,2950767.2578210556,4374702.590763446,POINT (4374702.590763446 2950767.2578210556),,very low
Scheinfeld,Landkreis Neustadt an der Aisch-Bad Windsheim,2950575.641203496,4354797.764246511,POINT (4354797.764246511 2950575.641203496),,very low
Heilsbronn,Landkreis Ansbach,2915972.409463999,4377612.682153826,POINT (4377612.682153826 2915972.409463999),,very low
Heilsbronn,Landkreis Ansbach,2916790.4352220376,4382877.002235555,POINT (4382877.002235555 2916790.4352220376),,very low
Langfurth,Landkreis Ansbach,2887495.806240328,4354039.255375011,POINT (4354039.255375011 2887495.806240328),,very low
Leutershausen,Landkreis Ansbach,2906117.1998869665,4344166.903230319,POINT (4344166.903230319 2906117.1998869665),,very low
Leutershausen,Landkreis Ansbach,2906668.3801130736,4349607.451044508,POINT (4349607.451044508 2906668.3801130736),,very low
Dürrwangen,Landkreis Ansbach,2888089.125298821,4347714.384107516,POINT (4347714.384107516 2888089.125298821),,very low
Wolframs-Eschenbach,Landkreis Ansbach,2902476.093704432,4374314.308180377,POINT (4374314.308180377 2902476.093704432),,very low
Bechhofen,Landkreis Ansbach,2896711.706684963,4361897.481570413,POINT (4361897.481570413 2896711.706684963),,very low
Bechhofen,Landkreis Ansbach,2891500.629483748,4363761.5559798805,POINT (4363761.5559798805 2891500.629483748),,very low
Sachsen bei Ansbach,Landkreis Ansbach,2910883.142171522,4369026.787751696,POINT (4369026.787751696 2910883.142171522),,very low
Herrieden,Landkreis Ansbach,2900381.8004128463,4354110.595835028,POINT (4354110.595835028 2900381.8004128463),,very low
Herrieden,Landkreis Ansbach,2900193.28190364,4353611.3866572,POINT (4353611.3866572 2900193.28190364),,very low
Lehrberg,Landkreis Ansbach,2919463.345451485,4352761.9910449935,POINT (4352761.9910449935 2919463.345451485),,very low
Wilburgstetten,Landkreis Ansbach,2875626.3342993325,4351858.528154278,POINT (4351858.528154278 2875626.3342993325),,very low
Colmberg,Landkreis Ansbach,2922036.5009382376,4348474.795919919,POINT (4348474.795919919 2922036.5009382376),,very low
Ansbach,,2906918.6701821294,4364316.020106896,POINT (4364316.020106896 2906918.6701821294),,very low
Ansbach,,2903194.8921476137,4365457.141091124,POINT (4365457.141091124 2903194.8921476137),,very low
Ansbach,,2906500.389303446,4359008.470591833,POINT (4359008.470591833 2906500.389303446),,very low
Ansbach,,2908376.320941633,4359202.511162406,POINT (4359202.511162406 2908376.320941633),,very low
Ansbach,,2907404.972496542,4360925.265752815,POINT (4360925.265752815 2907404.972496542),,very low
Ansbach,,2907073.129715291,4362899.174662023,POINT (4362899.174662023 2907073.129715291),,very low
Ansbach,,2906291.42965634,4356133.364151551,POINT (4356133.364151551 2906291.42965634),,very low
Ansbach,,2907595.9927690886,4364102.3292600615,POINT (4364102.3292600615 2907595.9927690886),,very low
Ansbach,,2905347.9753652876,4366199.2020307155,POINT (4366199.2020307155 2905347.9753652876),,very low
Ansbach,,2908773.3305186867,4361974.945659866,POINT (4361974.945659866 2908773.3305186867),,very low
Ansbach,,2910813.2363839066,4360888.639142917,POINT (4360888.639142917 2910813.2363839066),,very low
Wassertrüdingen,Landkreis Ansbach,2884353.892781885,4367929.838514144,POINT (4367929.838514144 2884353.892781885),,very low
Wassertrüdingen,Landkreis Ansbach,2882523.3578604613,4363951.142251059,POINT (4363951.142251059 2882523.3578604613),,very low
Feuchtwangen,Landkreis Ansbach,2895432.0323993634,4340553.502279151,POINT (4340553.502279151 2895432.0323993634),,very low
Feuchtwangen,Landkreis Ansbach,2901370.2055005026,4341505.2136855405,POINT (4341505.2136855405 2901370.2055005026),,very low
Feuchtwangen,Landkreis Ansbach,2895374.1124062096,4344353.169529697,POINT (4344353.169529697 2895374.1124062096),,very low
Neusitz,Landkreis Ansbach,2916091.5895149405,4338914.389376912,POINT (4338914.389376912 2916091.5895149405),,very low
Lichtenau,Landkreis Ansbach,2904796.1804952184,4374130.409688408,POINT (4374130.409688408 2904796.1804952184),,very low
Dinkelsbühl,Landkreis Ansbach,2887727.645963712,4337175.183463934,POINT (4337175.183463934 2887727.645963712),,very low
Dinkelsbühl,Landkreis Ansbach,2886114.0171574145,4339287.987603202,POINT (4339287.987603202 2886114.0171574145),,very low
Dinkelsbühl,Landkreis Ansbach,2884184.9554656893,4347488.404546584,POINT (4347488.404546584 2884184.9554656893),,very low
Neuendettelsau,Landkreis Ansbach,2909432.4465473588,4382451.642824847,POINT (4382451.642824847 2909432.4465473588),,very low
Neuendettelsau,Landkreis Ansbach,2905506.7970554195,4377938.255654061,POINT (4377938.255654061 2905506.7970554195),,very low
Aurach,Landkreis Ansbach,2902552.1882246872,4349638.020248384,POINT (4349638.020248384 2902552.1882246872),,very low
Burgoberbach,Landkreis Ansbach,2903070.047880994,4363910.702706416,POINT (4363910.702706416 2903070.047880994),,very low
Diebach,Landkreis Ansbach,2910444.052992572,4337640.126871193,POINT (4337640.126871193 2910444.052992572),,very low
Schillingsfürst,Landkreis Ansbach,2906592.7708347114,4339981.441670294,POINT (4339981.441670294 2906592.7708347114),,very low
Rothenburg ob der Tauber,Landkreis Ansbach,2915782.775745644,4330720.623604178,POINT (4330720.623604178 2915782.775745644),,very low
Rothenburg ob der Tauber,Landkreis Ansbach,2917985.745468232,4332223.875552184,POINT (4332223.875552184 2917985.745468232),,very low
Rothenburg ob der Tauber,Landkreis Ansbach,2914530.290377003,4332054.225470154,POINT (4332054.225470154 2914530.290377003),,very low
Merkendorf,Landkreis Ansbach,2896606.060809843,4372705.912837719,POINT (4372705.912837719 2896606.060809843),,very low
Schopfloch,Landkreis Ansbach,2888566.910800884,4343817.540020808,POINT (4343817.540020808 2888566.910800884),,very low
Petersaurach,Landkreis Ansbach,2911966.971020117,4375019.831315585,POINT (4375019.831315585 2911966.971020117),,very low
Weidenbach,Landkreis Ansbach,2901288.3492296217,4368043.51177291,POINT (4368043.51177291 2901288.3492296217),,very low
Windsbach,Landkreis Ansbach,2910281.0542438077,4385750.013219032,POINT (4385750.013219032 2910281.0542438077),,very low
Windsbach,Landkreis Ansbach,2899295.302106001,4382020.419998913,POINT (4382020.419998913 2899295.302106001),,very low
Schnelldorf,Landkreis Ansbach,2903904.4540724913,4330321.063016774,POINT (4330321.063016774 2903904.4540724913),,very low
Ehingen,Landkreis Ansbach,2889955.8095471854,4358441.533077456,POINT (4358441.533077456 2889955.8095471854),,very low
Weihenzell,Landkreis Ansbach,2920422.329006269,4365430.110654983,POINT (4365430.110654983 2920422.329006269),,very low
Dentlein am Forst,Landkreis Ansbach,2893164.1609213315,4350016.416228465,POINT (4350016.416228465 2893164.1609213315),,very low
Arberg,Landkreis Ansbach,2892975.682752976,4369606.319664444,POINT (4369606.319664444 2892975.682752976),,very low
Flachslanden,Landkreis Ansbach,2917592.835200474,4357410.771121034,POINT (4357410.771121034 2917592.835200474),,very low
Roth,Landkreis Roth,2906963.4054704662,4401159.663684508,POINT (4401159.663684508 2906963.4054704662),,very low
Roth,Landkreis Roth,2901517.2469659536,4403626.1452320395,POINT (4403626.1452320395 2901517.2469659536),,very low
Roth,Landkreis Roth,2898156.591138793,4400857.732907686,POINT (4400857.732907686 2898156.591138793),,very low
Roth,Landkreis Roth,2906499.6134280423,4404324.47763263,POINT (4404324.47763263 2906499.6134280423),,very low
Roth,Landkreis Roth,2906220.72048859,4399898.307229414,POINT (4399898.307229414 2906220.72048859),,very low
