ort,landkreis,latitude,longitude
Hollstadt,Landkreis Rhön-Grabfeld,3028994.4125158535,4347298.498422834
Hollstadt,Landkreis Rhön-Grabfeld,3023682.9009231217,4328032.221535784
Hollstadt,Landkreis Rhön-Grabfeld,3024265.1729640383,4331078.02196936
Niederlauer,Landkreis Rhön-Grabfeld,3025142.39879921,4327347.2563181715
Niederlauer,Landkreis Rhön-Grabfeld,3026433.551193757,4339353.924532315
Niederlauer,Landkreis Rhön-Grabfeld,3024824.125639544,4328390.092153995
Niederlauer,Landkreis Rhön-Grabfeld,3024651.846528784,4328478.859480287
Rödelmaier,Landkreis Rhön-Grabfeld,3021371.0070145065,4342103.568530829
Rödelmaier,Landkreis Rhön-Grabfeld,3023676.6975789857,4331005.89716478
Rödelmaier,Landkreis Rhön-Grabfeld,3017984.719076554,4337577.598912845
Rödelmaier,Landkreis Rhön-Grabfeld,3021989.8516617916,4342352.452553105
Strahlungen,Landkreis Rhön-Grabfeld,3020989.0489231674,4331426.354459911
Strahlungen,Landkreis Rhön-Grabfeld,3026314.980241674,4331950.108348802
Strahlungen,Landkreis Rhön-Grabfeld,3027817.118671589,4338415.412167648
Strahlungen,Landkreis Rhön-Grabfeld,3021082.96981604,4328391.777910667
Unsleben,Landkreis Rhön-Grabfeld,3023660.250095898,4329884.342488501
Unsleben,Landkreis Rhön-Grabfeld,3026405.6348181553,4341399.126761872
Unsleben,Landkreis Rhön-Grabfeld,3027381.2471879437,4337591.4196833605
Unsleben,Landkreis Rhön-Grabfeld,3019939.944938912,4331729.237329031
Wollbach,Landkreis Rhön-Grabfeld,3026197.462852906,4342837.941833079
Wollbach,Landkreis Rhön-Grabfeld,3026719.140664804,4341356.396477255
Wollbach,Landkreis Rhön-Grabfeld,3026443.3162169037,4346326.685901732
Wollbach,Landkreis Rhön-Grabfeld,3026647.92152561,4342588.943010331
Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,3018675.0449854657,4337244.66485966
Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,3027741.6060798094,4345509.2370398985
Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,3022932.39116922,4340571.026285394
Wülfershausen an der Saale,Landkreis Rhön-Grabfeld,3024042.4647213267,4340995.568240389
Oberelsbach,Landkreis Rhön-Grabfeld,3036732.8336852905,4322818.708213803
Ostheim v.d.Rhön,Landkreis Rhön-Grabfeld,3037602.414346169,4337749.558388284
Aubstadt,Landkreis Rhön-Grabfeld,3023725.4618661604,4361118.444549276
Aubstadt,Landkreis Rhön-Grabfeld,3013625.882531619,4348930.086883077
Großbardorf,Landkreis Rhön-Grabfeld,3015069.965444848,4349764.816387599
Großbardorf,Landkreis Rhön-Grabfeld,3020235.9885637043,4361608.816621678
Großeibstadt,Landkreis Rhön-Grabfeld,3020516.958905787,4348465.685021763
Großeibstadt,Landkreis Rhön-Grabfeld,3020739.371037325,4348073.575021082
Herbstadt,Landkreis Rhön-Grabfeld,3028049.4203807083,4350180.430711207
Herbstadt,Landkreis Rhön-Grabfeld,3021608.766023469,4348634.043487318
Höchheim,Landkreis Rhön-Grabfeld,3020498.694327094,4362514.288246001
Höchheim,Landkreis Rhön-Grabfeld,3019358.2220600806,4349269.711308264
Saal a.d.Saale,Landkreis Rhön-Grabfeld,3018997.5862804423,4346637.255789612
Saal a.d.Saale,Landkreis Rhön-Grabfeld,3024332.800703579,4352197.22869412
Sulzfeld,Landkreis Rhön-Grabfeld,3021483.620937598,4344249.112561652
Sulzfeld,Landkreis Rhön-Grabfeld,3027924.1735842233,4354426.002965709
Trappstadt,Landkreis Rhön-Grabfeld,3016065.5672673364,4346029.489158183
Trappstadt,Landkreis Rhön-Grabfeld,3022157.0529560046,4361615.083168757
Sandberg,Landkreis Rhön-Grabfeld,3027984.210054346,4322562.841892879
Hendungen,Landkreis Rhön-Grabfeld,3029953.07289966,4348867.433026499
Oberstreu,Landkreis Rhön-Grabfeld,3038729.2545685065,4339925.798703204
Stockheim,Landkreis Rhön-Grabfeld,3033660.756256433,4338956.591248747
Fladungen,Landkreis Rhön-Grabfeld,3047018.9403081196,4327741.327429371
Bad Königshofen im Grabfeld,Landkreis Rhön-Grabfeld,3022990.670880637,4357185.020047588
Bad Königshofen im Grabfeld,Landkreis Rhön-Grabfeld,3013397.1188522517,4351635.331775987
Theres,Landkreis Haßberge,2990053.1759402025,4350866.015347614
Hofheim in Unterfranken,Landkreis Haßberge,3002419.3635744927,4362120.772941286
Haßfurt,Landkreis Haßberge,2993788.482969944,4358967.87516627
Haßfurt,Landkreis Haßberge,2992779.46011954,4360093.881916741
Haßfurt,Landkreis Haßberge,2990889.2061997913,4355519.372028762
Haßfurt,Landkreis Haßberge,2989895.3264060165,4358613.972254098
Sand a. Main,Landkreis Haßberge,2984843.535248883,4363010.821503614
Birkenfeld,Landkreis Main-Spessart,2974411.844850518,4299303.569460412
Collenberg,Landkreis Miltenberg,2961101.040587836,4277174.15319897
Eichenbühl,Landkreis Miltenberg,2960449.825119511,4277275.763947927
Bischbrunn,Landkreis Main-Spessart,2977617.5702435714,4282448.479048917
Marktheidenfeld,Landkreis Main-Spessart,2969298.3018007143,4290312.1082038665
Marktheidenfeld,Landkreis Main-Spessart,2971312.793413306,4293575.203748536
Marktheidenfeld,Landkreis Main-Spessart,2971565.1585970367,4288844.286877496
Eußenheim,Landkreis Main-Spessart,2987010.3176390356,4307096.808827579
Esselbach,Landkreis Main-Spessart,2971044.781835743,4287884.744524033
Triefenstein,Landkreis Main-Spessart,2964027.9326566453,4293617.777595377
Nordheim a.Main,Landkreis Kitzingen,2972311.526128015,4334635.946919053
Sommerach,Landkreis Kitzingen,2971099.4048561724,4333760.583740121
Markt Einersheim,Landkreis Kitzingen,2953365.163745843,4345518.800206567
Rödelsee,Landkreis Kitzingen,2956030.9149972517,4338306.468236862
Willanzheim,Landkreis Kitzingen,2950653.580258963,4336599.776513272
Mainbernheim,Landkreis Kitzingen,2955431.8811750263,4337470.192239043
Albertshofen,Landkreis Kitzingen,2958938.0216719485,4338131.999066907
Albertshofen,Landkreis Kitzingen,2960654.198410373,4330443.3659186615
Buchbrunn,Landkreis Kitzingen,2960277.247496109,4336725.644446652
Buchbrunn,Landkreis Kitzingen,2961226.540722927,4339677.697893656
Großlangheim,Landkreis Kitzingen,2954043.4003787194,4330266.156594378
Großlangheim,Landkreis Kitzingen,2963508.7458319482,4331328.786095005
Mainstockheim,Landkreis Kitzingen,2959416.108006169,4340239.735534555
Mainstockheim,Landkreis Kitzingen,2961502.626908018,4339563.8237765
Sulzfeld am Main,Landkreis Kitzingen,2962230.1453337385,4329114.584041827
Sulzfeld am Main,Landkreis Kitzingen,2955332.692036352,4328767.1613016045
Schweinfurt,,2992746.6494972217,4337028.802573481
Schweinfurt,,2992523.8304092768,4336271.897491332
Schweinfurt,,2993154.9229182685,4336672.305405459
Schweinfurt,,2992517.3347089263,4336409.24462084
Kolitzheim,Landkreis Schweinfurt,2978963.8867646377,4341331.463216876
Röthlein,Landkreis Schweinfurt,2981559.7619686355,4335440.516027
Stadtlauringen,Landkreis Schweinfurt,3008212.151857137,4346336.234195477
Üchtelhausen,Landkreis Schweinfurt,3003745.7372624897,4338813.655787894
Euerbach,Landkreis Schweinfurt,2995501.1122036027,4328297.443014614
Geldersheim,Landkreis Schweinfurt,2992926.225920982,4331549.050065322
Schweinfurt,,2989807.7474223417,4335580.67478308
Schweinfurt,,2990509.348066665,4336146.899330083
Schweinfurt,,2990828.72067263,4333336.393574698
Schweinfurt,,2989413.4646783033,4336183.086079191
Dittelbrunn,Landkreis Schweinfurt,3003064.9682144104,4335938.7428416675
Dittelbrunn,Landkreis Schweinfurt,2997190.3075291784,4335987.435867041
Schwebheim,Landkreis Schweinfurt,2986110.4512363276,4340758.403643847
Bergrheinfeld,Landkreis Schweinfurt,2985972.292845084,4334099.721407179
Wasserlosen,Landkreis Schweinfurt,2994889.93472302,4322847.664832077
Schwanfeld,Landkreis Schweinfurt,2978591.1940908553,4331247.961893794
Poppenhausen,Landkreis Schweinfurt,3000693.055926674,4332557.054266245
Waigolshausen,Landkreis Schweinfurt,2984159.131129115,4330974.991562436
Grafenrheinfeld,Landkreis Schweinfurt,2985503.271217602,4334720.694036845
Werneck,Landkreis Schweinfurt,2979763.541307448,4327194.013693943
Werneck,Landkreis Schweinfurt,2985891.206256345,4325713.44109104
Werneck,Landkreis Schweinfurt,2987803.2879229323,4326889.398121857
Niederwerrn,Landkreis Schweinfurt,2995720.1464174544,4332029.014975074
Niederwerrn,Landkreis Schweinfurt,2995861.5651865858,4334189.021882828
Sennfeld,Landkreis Schweinfurt,2992610.6243210617,4340091.788858169
Maßbach,Landkreis Bad Kissingen,3009039.0041987593,4334091.169220172
Maßbach,Landkreis Bad Kissingen,3006815.4947852716,4339150.565718632
Thundorf i.UFr.,Landkreis Bad Kissingen,3010709.72745021,4335538.8447822165
Thundorf i.UFr.,Landkreis Bad Kissingen,3011976.7757700575,4342363.275473728
Elfershausen,Landkreis Bad Kissingen,2998054.2892794367,4319203.263132765
Wildflecken,Landkreis Bad Kissingen,3031459.566126571,4310640.225752534
Münnerstadt,Landkreis Bad Kissingen,3017890.2563808165,4344310.623747403
Münnerstadt,Landkreis Bad Kissingen,3015135.1406148886,4335457.628806899
Wartmannsroth,Landkreis Bad Kissingen,3008214.341326088,4303719.584766788
Bad Bocklet,Landkreis Bad Kissingen,3014704.6929060384,4324250.240305229
Oberthulba,Landkreis Bad Kissingen,3013742.4055751176,4316225.128965454
Bad Brückenau,Landkreis Bad Kissingen,3024479.7846306167,4304793.8085680455
Bad Brückenau,Landkreis Bad Kissingen,3022779.3802857026,4303408.349109404
Bad Kissingen,Landkreis Bad Kissingen,3013386.8320148173,4324172.009068932
Bad Kissingen,Landkreis Bad Kissingen,3010529.5483222944,4319528.913762866
Bad Kissingen,Landkreis Bad Kissingen,3008260.461630289,4330538.816224192
Bad Kissingen,Landkreis Bad Kissingen,3011090.9784536404,4321200.106871372
Bad Kissingen,Landkreis Bad Kissingen,3012259.2688366277,4324905.517984281
Bad Kissingen,Landkreis Bad Kissingen,3012964.712256174,4320288.123167919
Iffeldorf,Landkreis Weilheim-Schongau,2743849.288086124,4419081.12280243
Seeshaupt,Landkreis Weilheim-Schongau,2745327.0088513596,4415605.99763854
Huglfing,Landkreis Weilheim-Schongau,2736865.0428782296,4403308.192804376
Oberhausen,Landkreis Weilheim-Schongau,2738983.6557296542,4401146.759175707
Hohenpeißenberg,Landkreis Weilheim-Schongau,2745010.307519248,4393758.5117407115
Raisting,Landkreis Weilheim-Schongau,2756116.680053683,4403094.158635629
Peißenberg,Landkreis Weilheim-Schongau,2738822.326268935,4398503.1502502225
Peißenberg,Landkreis Weilheim-Schongau,2740125.6231882,4399457.055638109
Peißenberg,Landkreis Weilheim-Schongau,2742741.4612628063,4403829.877939797
Polling,Landkreis Weilheim-Schongau,2743902.3123210124,4404368.905250034
Penzberg,Landkreis Weilheim-Schongau,2742292.4406237565,4424609.573010436
Penzberg,Landkreis Weilheim-Schongau,2740803.25082366,4423522.0177769065
Penzberg,Landkreis Weilheim-Schongau,2737795.88308528,4426051.343136365
Penzberg,Landkreis Weilheim-Schongau,2738513.146863715,4426378.071801795
Wielenbach,Landkreis Weilheim-Schongau,2752922.0703579583,4410592.254279487
Pähl,Landkreis Weilheim-Schongau,2756782.8362624394,4409232.821493015
Wessobrunn,Landkreis Weilheim-Schongau,2752702.391861662,4397644.256078567
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2748238.236105487,4407711.047859012
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2749236.941539213,4407168.212525811
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2750232.976061949,4407673.093511944
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2749043.838034417,4407859.773777044
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2751199.5445063347,4405556.577885392
Weilheim in Oberbayern,Landkreis Weilheim-Schongau,2751882.817270007,4402383.098392465
Nürnberg,,2925914.628443358,4408900.793891269
Nürnberg,,2923856.1549715665,4409071.154774905
Nürnberg,,2922415.2218482257,4411876.268373274
Nürnberg,,2926794.4540085127,4407659.8962356495
Hallerndorf,Landkreis Forchheim,2959631.7571946443,4389199.925287699
Pegnitz,Landkreis Bayreuth,2960410.3742992096,4429863.597160459
Pegnitz,Landkreis Bayreuth,2950128.198421262,4428960.585507208
Pegnitz,Landkreis Bayreuth,2954084.754954488,4426381.810470156
Pegnitz,Landkreis Bayreuth,2961517.707755735,4434163.718246964
Gößweinstein,Landkreis Forchheim,2962705.386502892,4420416.003898333
Wiesenttal,Landkreis Forchheim,2968754.3978115595,4407651.629983859
Pommelsbrunn,Landkreis Nürnberger Land,2937392.6045216927,4429085.703532053
Happurg,Landkreis Nürnberger Land,2930146.721559675,4427168.776417266
Dietenhofen,Landkreis Ansbach,2919969.756108457,4375281.124519244
Neuhof a.d.Zenn,Landkreis Neustadt an der Aisch-Bad Windsheim,2928357.560200722,4366745.573719164
Diespeck,Landkreis Neustadt an der Aisch-Bad Windsheim,2943321.7295835917,4365494.589015609
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2943336.910512656,4353866.275983279
Emskirchen,Landkreis Neustadt an der Aisch-Bad Windsheim,2936121.2062219563,4373211.60910874
Emskirchen,Landkreis Neustadt an der Aisch-Bad Windsheim,2935246.312087912,4371366.65075888
Obernzenn,Landkreis Neustadt an der Aisch-Bad Windsheim,2929141.2966803373,4358723.653156477
Gerhardshofen,Landkreis Neustadt an der Aisch-Bad Windsheim,2944338.609787829,4374333.584511211
Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,2942144.888168397,4358608.852659116
Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,2941557.191341589,4356223.811163117
Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,2939580.146497602,4364999.726897674
Markt Bibart,Landkreis Neustadt an der Aisch-Bad Windsheim,2947794.963248238,4353821.1618976025
Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2934716.3086987617,4352224.36932255
Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2940938.0895280084,4354515.581159635
Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2932994.6483451636,4347130.571033839
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2929364.116475196,4353494.717664531
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2928490.3076946875,4354046.100029714
Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2935618.4170194953,4347376.265145868
Burgbernheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2927392.2381683798,4342523.580867225
Dietersheim,Landkreis Neustadt an der Aisch-Bad Windsheim,2939422.3522519274,4358741.91206022
Markt Erlbach,Landkreis Neustadt an der Aisch-Bad Windsheim,2933797.444874461,4371687.09867344
Wilhermsdorf,Landkreis Fürth,2927922.3124034028,4372892.127275606
Uehlfeld,Landkreis Neustadt an der Aisch-Bad Windsheim,2948218.5775708086,4377190.77659649
Scheinfeld,Landkreis Neustadt an der Aisch-Bad Windsheim,2952218.453070985,4357630.520474255
Heilsbronn,Landkreis Ansbach,2913810.903517694,4383454.640178522
Heilsbronn,Landkreis Ansbach,2914565.1332384357,4375988.890129821
Langfurth,Landkreis Ansbach,2889455.131647252,4353275.291020598
Leutershausen,Landkreis Ansbach,2909966.3953532544,4351326.095426807
Leutershausen,Landkreis Ansbach,2905639.2355024284,4348114.722705519
Dürrwangen,Landkreis Ansbach,2887889.368565356,4352073.782996256
Wolframs-Eschenbach,Landkreis Ansbach,2899890.118391453,4377298.560435474
Bechhofen,Landkreis Ansbach,2896798.11844714,4360319.585141887
Bechhofen,Landkreis Ansbach,2890521.318117588,4362711.302883449
Sachsen bei Ansbach,Landkreis Ansbach,2907306.4833485456,4366559.4441133775
Herrieden,Landkreis Ansbach,2902921.387860482,4362199.852969121
Herrieden,Landkreis Ansbach,2905324.353485911,4355496.376812097
Lehrberg,Landkreis Ansbach,2913564.916744731,4355298.39874157
Wilburgstetten,Landkreis Ansbach,2880267.0526391217,4351097.304667427
Colmberg,Landkreis Ansbach,2915502.1932283477,4350648.275371643
Ansbach,,2908122.113547274,4356900.606525857
Ansbach,,2907144.9989510034,4364875.681469266
Ansbach,,2904903.4370801365,4361952.457921554
Ansbach,,2907550.813423017,4356918.975789506
Ansbach,,2905147.840175497,4362400.666057142
Ansbach,,2904945.290912807,4367267.735165158
Ansbach,,2908297.672842237,4360955.456081695
Ansbach,,2912361.641963543,4367308.029719261
Ansbach,,2906547.888814067,4357569.9509645915
Ansbach,,2909372.4539951263,4361494.773534846
Ansbach,,2906702.01500596,4360394.255853781
Wassertrüdingen,Landkreis Ansbach,2880749.0163678415,4367547.278384629
Wassertrüdingen,Landkreis Ansbach,2880979.0262772026,4367087.854639408
Feuchtwangen,Landkreis Ansbach,2894240.2811993463,4345538.83325491
Feuchtwangen,Landkreis Ansbach,2892550.9838407612,4349922.965219291
Feuchtwangen,Landkreis Ansbach,2892599.115378106,4340326.5278658075
Neusitz,Landkreis Ansbach,2920719.676055355,4338362.831322143
Lichtenau,Landkreis Ansbach,2903230.2549967356,4371989.652598415
Dinkelsbühl,Landkreis Ansbach,2889763.14243555,4338535.987935442
Dinkelsbühl,Landkreis Ansbach,2880632.5749700754,4343228.394126382
Dinkelsbühl,Landkreis Ansbach,2884423.805750244,4350025.183895164
Neuendettelsau,Landkreis Ansbach,2906741.6303850017,4377248.888410662
Neuendettelsau,Landkreis Ansbach,2907826.46024615,4382245.328907868
Aurach,Landkreis Ansbach,2902870.535977265,4353698.928535698
Burgoberbach,Landkreis Ansbach,2899131.2689029467,4364363.640974061
Diebach,Landkreis Ansbach,2910694.3949345094,4338479.601818437
Schillingsfürst,Landkreis Ansbach,2907908.256039107,4337097.194546334
Rothenburg ob der Tauber,Landkreis Ansbach,2919506.457185937,4334362.041836051
Rothenburg ob der Tauber,Landkreis Ansbach,2918745.14836846,4335764.874040592
Rothenburg ob der Tauber,Landkreis Ansbach,2914351.8037931486,4329638.543986121
Merkendorf,Landkreis Ansbach,2897997.7483891575,4373158.839611548
Schopfloch,Landkreis Ansbach,2888678.3590042144,4342434.730932659
Petersaurach,Landkreis Ansbach,2916210.515296831,4375011.021058154
Weidenbach,Landkreis Ansbach,2897644.9174406687,4367845.570420394
Windsbach,Landkreis Ansbach,2904159.141841574,4375150.295353116
Windsbach,Landkreis Ansbach,2908737.2243397394,4386624.004288215
Schnelldorf,Landkreis Ansbach,2895846.8992153513,4334813.486779837
Ehingen,Landkreis Ansbach,2889857.7605367987,4361871.130313753
Weihenzell,Landkreis Ansbach,2915808.3570629177,4363046.235495001
Dentlein am Forst,Landkreis Ansbach,2893730.7293732213,4349734.564021311
Arberg,Landkreis Ansbach,2888856.638909616,4367494.267550525
Flachslanden,Landkreis Ansbach,2921713.674227013,4357170.745366792
Roth,Landkreis Roth,2904867.968092309,4402356.819415857
Roth,Landkreis Roth,2906004.5042082,4405394.898813486
Roth,Landkreis Roth,2903740.6936270124,4398792.240527531
Roth,Landkreis Roth,2903826.7695122263,4399400.552940836
Roth,Landkreis Roth,2905855.8089657775,4402506.308791828
Roth,Landkreis Roth,2902311.5413233796,4406995.195563962
Roth,Landkreis Roth,2906460.69047555,4400121.683835564
Greding,Landkreis Roth,2890849.6455360292,4417036.69617239
Greding,Landkreis Roth,2877523.5122520537,4418186.474651667
Thalmässing,Landkreis Roth,2885126.626240027,4414074.559823114
Hilpoltstein,Landkreis Roth,2900395.762615198,4408195.374369092
Hilpoltstein,Landkreis Roth,2892303.1481010453,4416317.903887771
