ID,ort,landkreis,latitude,longitude,GEB_HQ,flood_risk,Energieklasse,Quadratmeterpreise,aktuelles_LtV,darlehenbetrag,aktueller_immobilienwert,wohnflaeche,Schadensfaktor
1290,Niederwerrn,Landkreis Schweinfurt,50.0778443858952,10.154045953921878,,very low,E,2375,"0,3628","204513,09","563776,71","237,38","0,04"
1291,Niederwerrn,Landkreis Schweinfurt,50.07152161876428,10.186345957279062,,very low,D,2375,"0,0937",163800,"1747318,44","735,71","0,04"
1292,Sennfeld,Landkreis Schweinfurt,50.02339339522657,10.244392917797343,,very low,E,2375,"0,6927","98703,38",142500,60,"0,04"
1293,Maßbach,Landkreis Bad Kissingen,50.23353220199681,10.237616938227024,,very low,D,2099,"0,505","78371,21","155199,31","73,94","0,04"
1294,Maßbach,Landkreis Bad Kissingen,50.18018375745434,10.31783973277535,,very low,B,2099,"0,48","60455,35",125940,60,"0,04"
1295,Thundorf i.UFr.,Landkreis Bad Kissingen,50.16320075654726,10.28360585216782,,very low,G,2099,"0,3992","141822,23","355285,68","169,26","0,04"
1296,Thundorf i.UFr.,Landkreis Bad Kissingen,50.20914957396575,10.283485455563484,,very low,C,2099,"0,2832","51763,33",182779,"87,08","0,04"
1297,Elfershausen,Landkreis Bad Kissingen,50.147760495604686,9.957781864755477,,very low,F,2099,"0,5656","120138,03","212392,51","101,19","0,04"
1298,Wildflecken,Landkreis Bad Kissingen,50.36601621028525,9.870579885336838,,very low,D,2099,"0,1438","32976,66","229317,27","109,25","0,04"
1299,Münnerstadt,Landkreis Bad Kissingen,50.23532088874276,10.27548808865046,,very low,A,2099,"0,4431","115274,53","260161,91","123,95","0,04"
1300,Münnerstadt,Landkreis Bad Kissingen,50.23087748254791,10.19350890423774,,very low,D,2099,"0,6771","154128,02","227627,4","108,45","0,04"
1301,Wartmannsroth,Landkreis Bad Kissingen,50.1908661685342,9.770655377010405,,very low,E,2099,"0,482","101732,3","211063,99","100,55","0,04"
1302,Bad Bocklet,Landkreis Bad Kissingen,50.29687178857038,10.074021448096548,,very low,E,2099,"0,239","84700,18","354353,29","168,82","0,04"
1303,Oberthulba,Landkreis Bad Kissingen,50.20871355272197,9.949921326211909,,very low,E,2099,"0,151","181720,08","1203637,89","573,43","0,04"
1304,Bad Brückenau,Landkreis Bad Kissingen,50.3207522384766,9.775928826394209,,very low,H,2099,"0,4048","155197,69","383428,12","182,67","0,04"
1305,Bad Brückenau,Landkreis Bad Kissingen,50.31513371838066,9.78498784496013,,very low,G,2099,"0,6772","106038,81","156576,5","74,6","0,04"
1306,Bad Kissingen,Landkreis Bad Kissingen,50.171874693542776,10.063524320177123,,very low,D,2099,"0,5551","171800,56","309490,98","147,45","0,04"
1307,Bad Kissingen,Landkreis Bad Kissingen,50.20811645940688,10.025753560362872,,very low,C,2099,"0,4684","76582,17","163509,55","77,9","0,04"
1308,Bad Kissingen,Landkreis Bad Kissingen,50.21582125923916,10.103880569956802,,very low,C,2099,"0,1258","90903,64","722797,6","344,35","0,04"
1309,Bad Kissingen,Landkreis Bad Kissingen,50.18427121388278,10.12954764492402,,very low,C,2099,"0,7213","154704,66","214477,82","102,18","0,04"
1310,Bad Kissingen,Landkreis Bad Kissingen,50.194101193940405,10.047121143474104,,very low,E,2099,"0,5134","72391,31","140993,69","67,17","0,04"
1311,Bad Kissingen,Landkreis Bad Kissingen,50.22771135816591,9.972417073004944,,very low,D,2099,"0,6689","107680,52","160973,11","76,69","0,04"
1312,Iffeldorf,Landkreis Weilheim-Schongau,47.79975901727524,11.310697830634416,,very low,H,5361,"0,5568","179087,2",321660,60,"0,04"
1313,Seeshaupt,Landkreis Weilheim-Schongau,47.836391506486194,11.261928315476917,,very low,D,5361,"0,4023","131287,94","326303,4","60,87","0,04"
1314,Huglfing,Landkreis Weilheim-Schongau,47.79145806929892,11.142814602668857,,very low,E,5361,"0,4922","158306,92",321660,60,"0,04"
1315,Oberhausen,Landkreis Weilheim-Schongau,47.73357876737614,11.08515102160281,,very low,C,5361,"0,3517","113125,26",321660,60,"0,04"
1316,Hohenpeißenberg,Landkreis Weilheim-Schongau,47.80786644209584,11.02152228951472,,very low,B,5361,"0,1347","153205,93","1137158,16","212,12","0,04"
1317,Raisting,Landkreis Weilheim-Schongau,47.89442575540929,11.132143160931152,HQ 80,medium,A+,5361,"0,3122","100436,44",321660,60,"0,19"
1318,Peißenberg,Landkreis Weilheim-Schongau,47.83192708010827,11.050014281449394,,very low,A,5361,"0,7053","226872,98",321660,60,"0,04"
1319,Peißenberg,Landkreis Weilheim-Schongau,47.75737282771584,11.035370336276694,,very low,E,5361,"0,6224","200197,03",321660,60,"0,04"
1320,Peißenberg,Landkreis Weilheim-Schongau,47.82402438657553,11.065469240057842,,very low,H,5361,"0,2591","132347,01","510815,46","95,28","0,04"
1321,Polling,Landkreis Weilheim-Schongau,47.81295055250564,11.138837078008487,,very low,D,5361,"0,4892","157357,6",321660,60,"0,04"
1322,Penzberg,Landkreis Weilheim-Schongau,47.7877799184745,11.386444176661389,,very low,F,5361,"0,5119","164648,62",321660,60,"0,04"
1323,Penzberg,Landkreis Weilheim-Schongau,47.79231943897046,11.377763488157273,,very low,G,5361,"0,3437","169313,21","492653,52","91,9","0,04"
1324,Penzberg,Landkreis Weilheim-Schongau,47.75647957803619,11.408319647003845,,very low,G,5361,"0,4771","153463,57",321660,60,"0,04"
1325,Penzberg,Landkreis Weilheim-Schongau,47.75414074142898,11.376175115930174,,very low,H,5361,"0,4216","135617,66",321660,60,"0,04"
1326,Wielenbach,Landkreis Weilheim-Schongau,47.86972190922492,11.184001756914146,,very low,C,5361,"0,5443","175077,62",321660,60,"0,04"
1327,Pähl,Landkreis Weilheim-Schongau,47.90507112196197,11.150727984378706,,very low,E,5361,"0,7297","234706,55",321660,60,"0,04"
1328,Wessobrunn,Landkreis Weilheim-Schongau,47.85909047893555,11.006104526107007,,very low,E,5361,"0,658","211642,31",321660,60,"0,04"
1329,Weilheim in Oberbayern,Landkreis Weilheim-Schongau,47.86682906892417,11.08771180517271,,very low,F,5361,"0,6141","203303,83","331039,61","61,75","0,04"
1330,Weilheim in Oberbayern,Landkreis Weilheim-Schongau,47.85582352898455,11.111014861540966,,very low,C,5361,"0,5346","171945,09",321660,60,"0,04"
1331,Weilheim in Oberbayern,Landkreis Weilheim-Schongau,47.836830258840514,11.15467646571889,,very low,G,5361,"0,5602","188361,53","336245,4","62,72","0,04"
1332,Weilheim in Oberbayern,Landkreis Weilheim-Schongau,47.85383602396058,11.155463110969954,,very low,E,5361,"0,4157","170117,92","409257,25","76,34","0,04"
1333,Weilheim in Oberbayern,Landkreis Weilheim-Schongau,47.85972702972226,11.12814231611274,,very low,D,5361,"0,1309","121643,89","929577,84","173,4","0,04"
1334,Weilheim in Oberbayern,Landkreis Weilheim-Schongau,47.85025214409913,11.074625947256015,,very low,B,5361,"0,1181","146142,13","1237637,71","230,86","0,04"
1335,Nürnberg,,49.40626232991063,11.20457156496047,,very low,H,4798,"0,7292","209913,01",287880,60,"0,04"
1336,Nürnberg,,49.43500879770373,11.2224419743939,,very low,A+,4798,"0,4855","139765,63",287880,60,"0,04"
1337,Nürnberg,,49.40167583285066,11.20702683527657,,very low,F,4798,"0,6814","196162,9",287880,60,"0,04"
1338,Nürnberg,,49.43665989049755,11.259589190722815,,very low,F,4798,"0,6025","173451,88",287880,60,"0,04"
1339,Hallerndorf,Landkreis Forchheim,49.7428911719764,10.99937898661907,,very low,F,3289,"0,5075","100142,49",197340,60,"0,04"
1340,Pegnitz,Landkreis Bayreuth,49.75965629561676,11.478733463515937,,very low,C,2260,"0,3238","99582,61","307555,51","136,09","0,04"
1341,Pegnitz,Landkreis Bayreuth,49.7265586164702,11.446445705428625,,very low,F,2260,"0,4761","107833,34","226472,87","100,21","0,04"
1342,Pegnitz,Landkreis Bayreuth,49.78997033637214,11.593917938834622,,very low,D,2260,"0,6813","92384,05",135600,60,"0,04"
1343,Pegnitz,Landkreis Bayreuth,49.65581337165276,11.508144787703436,,very low,D,2260,"0,0903","102246,28","1132778,08","501,23","0,04"
1344,Gößweinstein,Landkreis Forchheim,49.79079436248134,11.321867325179088,,very low,E,3289,"0,5541","234414,42","423025,8","128,62","0,04"
1345,Wiesenttal,Landkreis Forchheim,49.809672670417534,11.293697646473827,,very low,A,3289,"0,662","130633,03",197340,60,"0,04"
1346,Pommelsbrunn,Landkreis Nürnberger Land,49.467146556544094,11.588953855693548,,very low,C,3585,"0,501","128390,92","256272,62","71,48","0,04"
1347,Happurg,Landkreis Nürnberger Land,49.4614609725182,11.54999081891755,,very low,H,3585,"0,6398","137610,96",215100,60,"0,04"
1348,Dietenhofen,Landkreis Ansbach,49.43163354491671,10.700795049244345,,very low,A+,2902,"0,415","100266,66","241596,26","83,25","0,04"
1349,Neuhof a.d.Zenn,Landkreis Neustadt an der Aisch-Bad Windsheim,49.46753004236199,10.636830021794289,,very low,D,2687,"0,0813","180508,61","2221277,95","826,68","0,04"
1350,Diespeck,Landkreis Neustadt an der Aisch-Bad Windsheim,49.61172318651055,10.581761113413666,,very low,D,2687,"0,6082","98047,99",161220,60,"0,04"
1351,Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.61074794298173,10.33656349157028,,very low,E,2687,"0,3161","55203,18","174648,39",65,"0,04"
1352,Emskirchen,Landkreis Neustadt an der Aisch-Bad Windsheim,49.586908196128775,10.726283068250826,,very low,D,2687,"0,5296","99700,29","188251,55","70,06","0,04"
1353,Emskirchen,Landkreis Neustadt an der Aisch-Bad Windsheim,49.55015498872901,10.688467814486932,,very low,H,2687,"0,0953","159392,9","1672442,46","622,42","0,04"
1354,Obernzenn,Landkreis Neustadt an der Aisch-Bad Windsheim,49.48345932403686,10.52191977283086,,very low,G,2687,"0,1557","291576,76","1872843,96",697,"0,04"
1355,Gerhardshofen,Landkreis Neustadt an der Aisch-Bad Windsheim,49.62932628387328,10.672710212951198,,very low,G,2687,"0,325","79793,49","245553,62","91,39","0,04"
1356,Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,49.58688192178158,10.478577428598102,,very low,F,2687,"0,7333","157726,85","215090,59","80,05","0,04"
1357,Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,49.593748477514886,10.530432829737784,,very low,C,2687,"0,4802","186300,36","387955,61","144,38","0,04"
1358,Neustadt an der Aisch,Landkreis Neustadt an der Aisch-Bad Windsheim,49.578812001375375,10.630103816180476,,very low,D,2687,"0,4393","295399,12","672408,65","250,25","0,04"
1359,Markt Bibart,Landkreis Neustadt an der Aisch-Bad Windsheim,49.68243518882667,10.379572379179391,,very low,G,2687,"0,4316","169527,54","392808,02","146,19","0,04"
1360,Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.46889851448962,10.461313246567324,,very low,B,2687,"0,177","50478,05","285124,1","106,11","0,04"
1361,Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.50502670710963,10.40879671222637,,very low,D,2687,"0,6186","181092,3","292750,14","108,95","0,04"
1362,Bad Windsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.52566827704558,10.373306144536178,,very low,F,2687,"0,4752","114530,4","241036,75","89,7","0,04"
1363,Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.58119337695444,10.451452349032696,,very low,G,2687,"0,6998","112817,53",161220,60,"0,04"
1364,Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.54205185610026,10.38297894202868,,very low,D,2687,"0,307","182816,93","595534,34","221,64","0,04"
1365,Sugenheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.47176222694136,10.465701093368995,,very low,F,2687,"0,2133","99689,47","467365,18","173,94","0,04"
1366,Burgbernheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.482393540485205,10.353156534072928,,very low,H,2687,"0,6254","100827,95",161220,60,"0,04"
1367,Dietersheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.53842330626173,10.527496372003595,,very low,C,2687,"0,5417","87327,38",161220,60,"0,04"
1368,Markt Erlbach,Landkreis Neustadt an der Aisch-Bad Windsheim,49.49194670653675,10.593386274975376,,very low,G,2687,"0,4627","74589,32",161220,60,"0,04"
1369,Wilhermsdorf,Landkreis Fürth,49.43926313737781,10.717741025497672,,very low,C,4602,"0,4142","114368,72",276120,60,"0,04"
1370,Uehlfeld,Landkreis Neustadt an der Aisch-Bad Windsheim,49.65408771902168,10.778980033474484,,very low,H,2687,"0,636","137542,49","216264,85","80,49","0,04"
1371,Scheinfeld,Landkreis Neustadt an der Aisch-Bad Windsheim,49.67294138406565,10.502385658310526,,very low,H,2687,"0,4204","67776,77",161220,60,"0,04"
1372,Heilsbronn,Landkreis Ansbach,49.37497794502556,10.786440119180885,,very low,F,2902,"0,4161","72458,3",174120,60,"0,04"
1373,Heilsbronn,Landkreis Ansbach,49.38093847313601,10.767057505127148,,very low,E,2902,"0,4926","109678,97","222647,02","76,72","0,04"
1374,Langfurth,Landkreis Ansbach,49.11838965054721,10.450526693589495,,very low,G,2902,"0,4975","156462,31","314479,08","108,37","0,04"
1375,Leutershausen,Landkreis Ansbach,49.325810035997854,10.43265663798188,,very low,E,2902,"0,4718","276874,35","586789,61","202,2","0,04"
1376,Leutershausen,Landkreis Ansbach,49.267912456425336,10.329721724577132,,very low,C,2902,"0,3778","257038,89","680376,54","234,45","0,04"
1377,Dürrwangen,Landkreis Ansbach,49.10316653445949,10.34425778138098,,very low,H,2902,"0,7255","126316,29",174120,60,"0,04"
1378,Wolframs-Eschenbach,Landkreis Ansbach,49.21326863847791,10.75927002282785,,very low,C,2902,"0,4779","83215,97",174120,60,"0,04"
1379,Bechhofen,Landkreis Ansbach,49.16109387473518,10.562638669118922,,very low,F,2902,"0,3482","194727,19","559228,25","192,7","0,04"
1380,Bechhofen,Landkreis Ansbach,49.18956877943288,10.550645503828362,,very low,H,2902,"0,4451","81132,98","182267,44","62,81","0,04"
1381,Sachsen bei Ansbach,Landkreis Ansbach,49.2980017070042,10.679564674600211,,very low,F,2902,"0,5007","87181,32",174120,60,"0,04"
1382,Herrieden,Landkreis Ansbach,49.2442593841923,10.540288829382794,,very low,C,2902,"0,1768","156487,19","885140,04","305,01","0,04"
1383,Herrieden,Landkreis Ansbach,49.22108343112878,10.462660290854403,,very low,C,2902,"0,4184","167537,57","400434,27","137,99","0,04"
1384,Lehrberg,Landkreis Ansbach,49.38611486210561,10.444560145974696,,very low,H,2902,"0,1507","103930,06","689509,75","237,6","0,04"
1385,Wilburgstetten,Landkreis Ansbach,49.03487297060456,10.385342519703755,,very low,H,2902,"0,56","99916,52","178416,59","61,48","0,04"
1386,Colmberg,Landkreis Ansbach,49.34201072757001,10.45309871980528,,very low,D,2902,"0,4049","87665,76","216504,64","74,61","0,04"
1387,Ansbach,,49.31676888968048,10.571703596894492,,very low,E,2902,"0,6251","174610,56","279313,79","96,25","0,04"
1388,Ansbach,,49.29013080758089,10.589482228168723,,very low,G,2902,"0,6489","112987,07",174120,60,"0,04"
1389,Ansbach,,49.27589659621525,10.49715863132312,,very low,A,2902,"0,5824","173416,44","297765,01","102,61","0,04"
1390,Ansbach,,49.30440502685757,10.578869353997645,,very low,E,2902,"0,6904","419533,85","607647,13","209,39","0,04"
1391,Ansbach,,49.29792715524409,10.576431091102371,,very low,A+,2902,"0,3219","181380,84","563470,71","194,17","0,04"
1392,Ansbach,,49.278813660629226,10.611393531796626,,very low,H,2902,"0,5232","124313,64","237588,84","81,87","0,04"
1393,Ansbach,,49.28186642665107,10.497196996951724,,very low,H,2902,"0,6057","105472,62",174120,60,"0,04"
1394,Ansbach,,49.32376884481383,10.49738989864554,,very low,D,2902,"0,4752","106050,03","223157,25","76,9","0,04"
1395,Ansbach,,49.29695821308659,10.50512026249804,,very low,A+,2902,"0,3693","124436,64","336951,38","116,11","0,04"
1396,Ansbach,,49.29373127044907,10.56523875272542,,very low,C,2902,"0,0671","257291,44","3834705,98","1321,4","0,04"
1397,Ansbach,,49.29757553984236,10.616058825669548,,very low,E,2902,"0,3051","101380,14","332325,44","114,52","0,04"
1398,Wassertrüdingen,Landkreis Ansbach,49.0494197331552,10.62196422970665,,very low,G,2902,"0,5064","108872,73","214995,61","74,09","0,04"
1399,Wassertrüdingen,Landkreis Ansbach,49.05210920542155,10.578165307195173,,very low,C,2902,"0,5032","196973,39","391424,6","134,88","0,04"
1400,Feuchtwangen,Landkreis Ansbach,49.149481676949335,10.3695575471111,,very low,A+,2902,"0,4335","85907,55","198149,64","68,28","0,04"
1401,Feuchtwangen,Landkreis Ansbach,49.17201714318064,10.372840625219094,,very low,C,2902,"0,5479","157695,11","287796,74","99,17","0,04"
1402,Feuchtwangen,Landkreis Ansbach,49.18186775149678,10.275678990165222,,very low,F,2902,"0,6966","236845,92","340023,18","117,17","0,04"
1403,Neusitz,Landkreis Ansbach,49.3851465362328,10.22579737518973,,very low,F,2902,"0,3498","84751,76","242286,54","83,49","0,04"
1404,Lichtenau,Landkreis Ansbach,49.269352079192345,10.726948140495283,,very low,G,2902,"0,7344","210673,64","286864,2","98,85","0,04"
1405,Dinkelsbühl,Landkreis Ansbach,49.12417633434938,10.261499225599422,,very low,E,2902,"0,5026","87506,4",174120,60,"0,04"
1406,Dinkelsbühl,Landkreis Ansbach,49.05482307848952,10.3598171849536,,very low,C,2902,"0,2127","96113,72","451891,06","155,72","0,04"
1407,Dinkelsbühl,Landkreis Ansbach,49.07764487023328,10.384493999425134,,very low,F,2902,"0,3707","104655,46","282285,62","97,27","0,04"
1408,Neuendettelsau,Landkreis Ansbach,49.29350771084935,10.814572018031988,,very low,H,2902,"0,4276","92846,22","217108,35","74,81","0,04"
1409,Neuendettelsau,Landkreis Ansbach,49.27211327114168,10.772284061623234,,very low,F,2902,"0,574","148706,14","259049,99","89,27","0,04"
1410,Aurach,Landkreis Ansbach,49.24382864053816,10.458732352922198,,very low,G,2902,"0,2337","289228,49","1237772,49","426,52","0,04"
1411,Burgoberbach,Landkreis Ansbach,49.20099055009826,10.58235947082295,,very low,H,2902,"0,3911","68103,24",174120,60,"0,04"
1412,Diebach,Landkreis Ansbach,49.29932554244286,10.22559313757888,,very low,E,2902,"0,1783","133208,72","747276,08","257,5","0,04"
1413,Schillingsfürst,Landkreis Ansbach,49.27527877131351,10.259578126317534,,very low,D,2902,"0,0746","124741,37","1672370,79","576,28","0,04"
1414,Rothenburg ob der Tauber,Landkreis Ansbach,49.397118550571534,10.184557046380702,,very low,G,2902,"0,4349","138738,53","319001,87","109,92","0,04"
1415,Rothenburg ob der Tauber,Landkreis Ansbach,49.3397960526441,10.135664863904278,,very low,C,2902,"0,371","87777,7","236595,89","81,53","0,04"
1416,Rothenburg ob der Tauber,Landkreis Ansbach,49.34459843499805,10.115761468598864,,very low,B,2902,"0,1384","329554,65","2381330,5","820,58","0,04"
1417,Merkendorf,Landkreis Ansbach,49.21275294380761,10.7292323065732,,very low,G,2902,"0,3374","58749,31",174120,60,"0,04"
1418,Schopfloch,Landkreis Ansbach,49.10298960211829,10.294415086526618,,very low,E,2902,"0,4987","124004,34","248660,56","85,69","0,04"
1419,Petersaurach,Landkreis Ansbach,49.30331397158293,10.781138929226278,,very low,F,2902,"0,51","126848,73","248724,79","85,71","0,04"
1420,Weidenbach,Landkreis Ansbach,49.19874976999445,10.609956890263502,,very low,E,2902,"0,4381","76282,01",174120,60,"0,04"
1421,Windsbach,Landkreis Ansbach,49.24751434806129,10.821849814547765,,very low,G,2902,"0,6576","114504,52",174120,60,"0,04"
1422,Windsbach,Landkreis Ansbach,49.22466190913527,10.77007355257064,,very low,E,2902,"0,5512","224900,85","408051,14","140,61","0,04"
1423,Schnelldorf,Landkreis Ansbach,49.21263548503455,10.176124149089784,,very low,E,2902,"0,4042","220181,98","544760,77","187,72","0,04"
1424,Ehingen,Landkreis Ansbach,49.1092840040463,10.522512716697989,,very low,H,2902,"0,6589","142683,79","216534,88","74,62","0,04"
1425,Weihenzell,Landkreis Ansbach,49.36674469753917,10.580634040790466,,very low,A+,2902,"0,2413","185506,53","768696,28","264,89","0,04"
1426,Dentlein am Forst,Landkreis Ansbach,49.152742749435326,10.389128593749788,,very low,H,2902,"0,5902","174550,22","295723,03","101,9","0,04"
